timestamp,pitch,roll,yaw,light,led_status,solar_status,mode
23:17:39,-79.53929,-7.060649,0,9,OFF,RETRACTED,MANUAL
23:17:39,-79.84369,-5.469095,0,9,OFF,RETRACTED,MANUAL
23:17:39,-79.16472,-5.930605,0,9,OFF,RETRACTED,MANUAL
23:17:39,-79.87293,-5.512812,0,9,OFF,RETRACTED,MANUAL
23:17:39,-79.71063,-6.373243,0,9,OFF,RETRACTED,MANUAL
23:17:40,-79.3856,-5.227248,0,9,OFF,RETRACTED,MANUAL
23:17:40,-79.55763,-4.647374,0,9,OFF,RETRACTED,MANUAL
23:17:40,-79.51472,-4.781949,0,9,OFF,RETRACTED,MANUAL
23:17:40,-79.22745,-6.110408,0,9,OFF,RETRACTED,MANUAL
23:17:40,-79.44631,-6.016673,0,9,OFF,RETRACTED,MANUAL
23:17:40,-79.86904,-5.741009,0,9,OFF,RETRACTED,MANUAL
23:17:40,-79.38899,-6.468334,0,9,OFF,RETRACTED,MANUAL
23:17:40,-79.46987,-4.903254,0,9,OFF,RETRACTED,MANUAL
23:17:40,-79.38468,-5.529873,0,9,OFF,RETRACTED,MANUAL
23:17:41,-79.10184,-5.239236,0,9,OFF,RETRACTED,MANUAL
23:17:41,-79.32862,-5.430052,0,9,OFF,RETRACTED,MANUAL
23:17:41,-80.02181,-4.879274,0,9,OFF,RETRACTED,MANUAL
23:17:41,-79.67802,-6.075624,0,9,OFF,RETRACTED,MANUAL
23:17:41,-79.20617,-5.603538,0,9,OFF,RETRACTED,MANUAL
23:17:41,-79.5299,-5.681275,0,9,OFF,RETRACTED,MANUAL
23:17:41,-79.20108,-4.645079,0,9,OFF,RETRACTED,MANUAL
23:17:41,-79.47407,-6.259037,0,9,OFF,RETRACTED,MANUAL
23:17:41,-79.79398,-5.084641,0,9,OFF,RETRACTED,MANUAL
23:17:41,-79.80058,-5.590508,0,9,OFF,RETRACTED,MANUAL
23:17:42,-79.73242,-5.800386,0,9,OFF,RETRACTED,MANUAL
23:17:42,-79.7999,-5.00914,0,9,OFF,RETRACTED,MANUAL
23:17:42,-79.77589,-6.139683,0,9,OFF,RETRACTED,MANUAL
23:17:42,-79.82666,-6.415946,0,9,OFF,RETRACTED,MANUAL
23:17:42,-79.7397,-5.748159,0,9,OFF,RETRACTED,MANUAL
23:17:42,-79.32581,-5.861542,0,9,OFF,RETRACTED,MANUAL
23:17:42,-79.4273,-5.433382,0,9,OFF,RETRACTED,MANUAL
23:17:42,-79.6885,-5.493763,0,9,OFF,RETRACTED,MANUAL
23:17:42,-79.5358,-6.136467,0,9,OFF,RETRACTED,MANUAL
23:17:42,-79.65604,-6.86643,0,9,OFF,RETRACTED,MANUAL
23:17:43,-79.29732,-5.129112,0,9,OFF,RETRACTED,MANUAL
23:17:43,-79.1292,-6.622667,0,9,OFF,RETRACTED,MANUAL
23:17:43,-79.53963,-6.063087,0,9,OFF,RETRACTED,MANUAL
23:17:43,-79.429,-6.59032,0,9,OFF,RETRACTED,MANUAL
23:17:43,-79.92915,-7.010634,0,9,OFF,RETRACTED,MANUAL
23:17:43,-79.37417,-5.029654,0,9,OFF,RETRACTED,MANUAL
23:17:43,-79.86192,-4.883904,0,9,OFF,RETRACTED,MANUAL
23:17:43,-79.39118,-5.253803,0,9,OFF,RETRACTED,MANUAL
23:17:43,-79.58037,-5.187728,0,9,OFF,RETRACTED,MANUAL
23:17:43,-79.72798,-6.498397,0,9,OFF,RETRACTED,MANUAL
23:17:44,-79.61808,-4.998788,0,9,OFF,RETRACTED,MANUAL
23:17:44,-79.5624,-5.181045,0,9,OFF,RETRACTED,MANUAL
23:17:44,-79.58215,-5.42977,0,9,OFF,RETRACTED,MANUAL
23:17:44,-79.55473,-6.389316,0,9,ON,RETRACTED,MANUAL
23:17:44,-79.28183,-5.207508,0,9,ON,RETRACTED,MANUAL
23:17:44,-79.62873,-5.599339,0,9,ON,RETRACTED,MANUAL
23:17:44,-79.63866,-5.073011,0,9,ON,RETRACTED,MANUAL
23:17:44,-79.4613,-5.870962,0,9,ON,RETRACTED,MANUAL
23:17:44,-79.66484,-5.599339,0,9,ON,RETRACTED,MANUAL
23:17:44,-79.81614,-4.914139,0,9,ON,RETRACTED,MANUAL
23:17:45,-79.4089,-5.84114,0,9,ON,RETRACTED,MANUAL
23:17:45,-79.92548,-7.144023,0,9,ON,RETRACTED,MANUAL
23:17:45,-79.43941,-6.170175,0,9,ON,RETRACTED,MANUAL
23:17:45,-79.50732,-5.908669,0,9,ON,RETRACTED,MANUAL
