timestamp,pitch,roll,yaw,light,led_status,solar_status,mode
19:25:30.698,9.41,-19.67,0.00,1170.4660596414242,ON,DEPLOYED,AUTO
19:25:30.809,9.57,-18.85,0.00,1178.339454362942,ON,DEPLOYED,AUTO
19:25:30.916,9.70,-18.03,0.00,1185.0172495629267,ON,DEPLOYED,AUTO
19:25:31.021,9.81,-17.21,0.00,1190.4827542311073,ON,DEPLOYED,AUTO
19:25:31.123,9.89,-16.37,0.00,1194.7223074521926,ON,DEPLOYED,AUTO
19:25:31.228,9.95,-15.53,0.00,1197.7253125510467,ON,DEPLOYED,AUTO
19:25:31.339,9.99,-14.68,0.00,1199.4842635788575,ON,DEPLOYED,AUTO
19:25:31.453,10.00,-13.83,0.00,1199.9947640740993,ON,DEPLOYED,AUTO
19:25:31.558,9.99,-12.97,0.00,1199.2555380513975,ON,DEPLOYED,AUTO
19:25:31.660,9.95,-12.10,0.00,1197.2684331908276,ON,DEPLOYED,AUTO
19:25:31.762,9.88,-11.23,0.00,1194.0384162196765,ON,DEPLOYED,AUTO
19:25:31.863,9.79,-10.36,0.00,1189.573560498212,ON,DEPLOYED,AUTO
19:25:31.967,9.68,-9.48,0.00,1183.8850258404855,ON,DEPLOYED,AUTO
19:25:32.068,9.54,-8.60,0.00,1176.98703062061,ON,DEPLOYED,AUTO
19:25:32.168,9.38,-7.72,0.00,1168.896816234229,ON,DEPLOYED,AUTO
19:25:32.272,9.19,-6.83,0.00,1159.6346040040053,ON,DEPLOYED,AUTO
19:25:32.374,8.98,-5.94,0.00,1149.2235446368481,ON,DEPLOYED,AUTO
19:25:32.475,8.75,-5.04,0.00,1137.6896603592006,ON,DEPLOYED,AUTO
19:25:32.576,8.50,-4.15,0.00,1125.0617798750259,ON,DEPLOYED,AUTO
19:25:32.678,8.23,-3.25,0.00,1111.371466309061,ON,DEPLOYED,AUTO
19:25:32.779,7.93,-2.35,0.00,1096.6529383154432,ON,DEPLOYED,AUTO
19:25:32.879,7.62,-1.45,0.00,1080.9429845488958,ON,DEPLOYED,AUTO
19:25:32.982,7.29,-0.55,0.00,1064.280871712249,ON,DEPLOYED,AUTO
19:25:33.091,6.93,0.35,0.00,1046.708246410134,ON,DEPLOYED,AUTO
19:25:33.206,6.57,1.25,0.00,1028.2690310541595,ON,DEPLOYED,AUTO
19:25:33.306,6.18,2.14,0.00,1009.0093140797576,ON,DEPLOYED,AUTO
19:25:33.408,5.78,3.04,0.00,988.9772347490974,ON,DEPLOYED,AUTO
19:25:33.511,5.36,3.94,0.00,968.2228628280004,ON,DEPLOYED,AUTO
19:25:33.617,4.94,4.84,0.00,946.7980734376013,ON,DEPLOYED,AUTO
19:25:33.719,4.50,5.73,0.00,924.7564173935613,ON,DEPLOYED,AUTO
19:25:33.819,4.04,6.62,0.00,902.1529873569177,ON,DEPLOYED,AUTO
19:25:33.919,3.58,7.51,0.00,879.0442801311235,ON,DEPLOYED,AUTO
19:25:34.020,3.11,8.40,0.00,855.488055449461,ON,DEPLOYED,AUTO
19:25:34.121,2.63,9.28,0.00,831.5431916057893,ON,DEPLOYED,AUTO
19:25:34.222,2.15,10.16,0.00,807.2695382894736,ON,DEPLOYED,AUTO
19:25:34.323,1.65,11.03,0.00,782.7277669923303,ON,DEPLOYED,AUTO
19:25:34.423,1.16,11.90,0.00,757.9792193614948,ON,DEPLOYED,AUTO
19:25:34.525,0.66,12.77,0.00,733.0857538772495,ON,DEPLOYED,AUTO
19:25:34.626,0.16,13.63,0.00,708.1095912390388,ON,DEPLOYED,AUTO
19:25:34.732,-0.34,14.48,0.00,683.113158846124,ON,DEPLOYED,AUTO
19:25:34.842,-0.84,15.33,0.00,658.158934761597,ON,DEPLOYED,AUTO
19:25:34.944,-1.33,16.17,0.00,633.3092915497602,ON,DEPLOYED,AUTO
19:25:35.052,-1.83,17.01,0.00,608.6263403771992,ON,DEPLOYED,AUTO
19:25:35.161,-2.32,17.84,0.00,192.08588788360635,ON,RETRACTED,AUTO
19:25:35.302,-2.80,18.66,0.00,180.0033606978173,ON,RETRACTED,AUTO
19:25:35.468,-3.28,19.48,0.00,168.0957886567383,ON,RETRACTED,AUTO
19:25:35.670,-3.74,20.29,0.00,156.39293448912844,ON,RETRACTED,AUTO
19:25:35.794,-4.20,21.09,0.00,144.92404923567796,ON,RETRACTED,AUTO
19:25:35.927,-4.65,21.88,0.00,133.71779913664056,ON,RETRACTED,AUTO
19:25:36.032,-5.09,22.66,0.00,122.80219398116144,ON,RETRACTED,AUTO
19:25:36.148,-5.51,23.43,0.00,112.20451709739206,ON,RETRACTED,AUTO
19:25:36.258,-5.92,24.20,0.00,101.9512571583783,ON,RETRACTED,AUTO
19:25:36.367,-6.32,24.95,0.00,92.06804197417316,ON,RETRACTED,AUTO
