timestamp,pitch,roll,yaw,light,led_status,solar_status,mode
19:32:00.964,5.33,4.02,0.00,966.3463579250049,ON,DEPLOYED,AUTO
19:32:01.063,4.90,4.92,0.00,944.864590637762,ON,DEPLOYED,AUTO
19:32:01.164,4.46,5.81,0.00,922.7707893969394,ON,DEPLOYED,AUTO
19:32:01.264,4.00,6.70,0.00,900.1201771994099,ON,DEPLOYED,AUTO
19:32:01.366,3.54,7.59,0.00,876.9693687794563,ON,DEPLOYED,AUTO
19:32:01.466,3.07,8.47,0.00,853.3762291014206,ON,DEPLOYED,AUTO
19:32:01.568,2.59,9.36,0.00,829.3997287274279,ON,DEPLOYED,AUTO
19:32:01.668,2.10,10.23,0.00,805.0997964216933,ON,DEPLOYED,AUTO
19:32:01.770,1.61,11.11,0.00,780.5371693598208,ON,DEPLOYED,AUTO
19:32:01.870,1.12,11.98,0.00,755.7732413174961,ON,DEPLOYED,AUTO
19:32:01.971,0.62,12.84,0.00,730.8699092180206,ON,DEPLOYED,AUTO
19:32:02.071,0.12,13.70,0.00,705.8894184222379,ON,DEPLOYED,AUTO
19:32:02.173,-0.38,14.56,0.00,680.8942071475497,ON,DEPLOYED,AUTO
19:32:02.274,-0.88,15.41,0.00,655.9467504048878,ON,DEPLOYED,AUTO
19:32:02.376,-1.38,16.25,0.00,631.1094038437245,ON,DEPLOYED,AUTO
19:32:02.476,-1.87,17.09,0.00,606.4442478954229,ON,DEPLOYED,AUTO
19:32:02.577,-2.36,17.91,0.00,191.00646630224418,ON,RETRACTED,AUTO
19:32:02.678,-2.84,18.74,0.00,178.93826176778265,ON,RETRACTED,AUTO
19:32:02.779,-3.32,19.55,0.00,167.04767457066345,ON,RETRACTED,AUTO
19:32:02.879,-3.79,20.36,0.00,155.3644249863812,ON,RETRACTED,AUTO
19:32:02.980,-4.24,21.16,0.00,143.91771505437794,ON,RETRACTED,AUTO
19:32:03.080,-4.69,21.95,0.00,132.73615558815217,ON,RETRACTED,AUTO
19:32:03.183,-5.13,22.73,0.00,121.8476946631259,ON,RETRACTED,AUTO
19:32:03.283,-5.55,23.50,0.00,111.27954776101078,ON,RETRACTED,AUTO
19:32:03.385,-5.96,24.26,0.00,101.05812974527757,ON,RETRACTED,AUTO
19:32:03.485,-6.35,25.02,0.00,91.20898883775388,ON,RETRACTED,AUTO
19:32:03.588,-6.73,25.76,0.00,81.75674276137516,ON,RETRACTED,AUTO
19:32:03.688,-7.09,26.49,0.00,72.72501720869761,ON,RETRACTED,AUTO
19:32:03.788,-7.43,27.21,0.00,64.13638678997123,ON,RETRACTED,AUTO
19:32:03.890,-7.76,27.92,0.00,56.012318608370464,ON,RETRACTED,AUTO
19:32:03.991,-8.07,28.62,0.00,48.37311860341643,ON,RETRACTED,AUTO
19:32:04.091,-8.35,29.31,0.00,41.23788079670297,ON,RETRACTED,AUTO
19:32:04.192,-8.62,29.99,0.00,34.624439566786805,ON,RETRACTED,AUTO
19:32:04.292,-8.86,30.66,0.00,28.549325072529143,ON,RETRACTED,AUTO
19:32:04.392,-9.08,31.31,0.00,23.027721936307103,ON,RETRACTED,AUTO
19:32:04.494,-9.28,31.95,0.00,18.073431290365903,ON,RETRACTED,AUTO
19:32:04.594,-9.45,32.58,0.00,13.698836281175659,ON,RETRACTED,AUTO
19:32:04.694,-9.60,33.19,0.00,9.914871118014304,ON,RETRACTED,AUTO
