timestamp,pitch,roll,yaw,light,led_status,solar_status,mode
19:40:19.460,8.34,-3.60,0.00,1116.7981185822237,ON,DEPLOYED,AUTO
19:40:19.561,8.60,-4.50,0.00,1130.08083256684,ON,DEPLOYED,AUTO
19:40:19.661,8.85,-5.39,0.00,1142.2885684517992,ON,DEPLOYED,AUTO
19:40:19.761,9.07,-6.28,0.00,1153.3908132550544,ON,DEPLOYED,AUTO
19:40:19.861,9.27,-7.17,0.00,1163.3598171465346,ON,DEPLOYED,AUTO
19:40:19.977,9.44,-8.06,0.00,1172.1706628082684,ON,DEPLOYED,AUTO
19:40:20.078,9.60,-8.94,0.00,1179.8013277147002,ON,DEPLOYED,AUTO
19:40:20.179,9.72,-9.82,0.00,1186.2327391775377,ON,DEPLOYED,AUTO
19:40:20.279,9.83,-10.70,0.00,1191.4488220175379,ON,DEPLOYED,AUTO
19:40:20.379,9.91,-11.57,0.00,1195.4365387440841,ON,DEPLOYED,AUTO
19:40:20.480,9.96,-12.44,0.00,1198.1859221421228,ON,DEPLOYED,AUTO
19:40:20.581,9.99,-13.30,0.00,1199.69010018501,ON,DEPLOYED,AUTO
19:40:20.682,10.00,-14.16,0.00,1199.9453132109988,ON,DEPLOYED,AUTO
19:40:20.782,9.98,-15.01,0.00,1198.9509233204371,ON,DEPLOYED,AUTO
19:40:20.882,9.93,-15.86,0.00,1196.7094159701828,ON,DEPLOYED,AUTO
19:40:20.983,9.86,-16.69,0.00,1193.2263937612574,ON,DEPLOYED,AUTO
19:40:21.084,9.77,-17.53,0.00,1188.5105624352602,ON,DEPLOYED,AUTO
19:40:21.184,9.65,-18.35,0.00,1182.5737091145486,ON,DEPLOYED,AUTO
19:40:21.285,9.51,-19.17,0.00,1175.4306728405713,ON,DEPLOYED,AUTO
19:40:21.385,9.34,-19.98,0.00,1167.099307483992,ON,DEPLOYED,AUTO
19:40:21.485,9.15,-20.78,0.00,1157.6004371193112,ON,DEPLOYED,AUTO
19:40:21.586,8.94,-21.58,0.00,1146.9578039755243,ON,DEPLOYED,AUTO
19:40:21.686,8.70,-22.36,0.00,1135.1980090929153,ON,DEPLOYED,AUTO
19:40:21.787,8.45,-23.14,0.00,1122.3504458343077,ON,DEPLOYED,AUTO
19:40:21.888,8.17,-23.91,0.00,1108.4472264169667,ON,DEPLOYED,AUTO
19:40:21.988,7.87,-24.66,0.00,1093.5231016487796,ON,DEPLOYED,AUTO
19:40:22.088,7.55,-25.41,0.00,1077.6153740693326,ON,DEPLOYED,AUTO
19:40:22.188,7.22,-26.15,0.00,1060.7638047129908,ON,DEPLOYED,AUTO
19:40:22.290,6.86,-26.88,0.00,1043.0105137270175,ON,DEPLOYED,AUTO
19:40:22.390,6.49,-27.59,0.00,1024.3998750931428,ON,DEPLOYED,AUTO
19:40:22.490,6.10,-28.30,0.00,1004.978405715718,ON,DEPLOYED,AUTO
19:40:22.590,5.70,-28.99,0.00,984.794649153682,ON,DEPLOYED,AUTO
19:40:22.691,5.28,-29.67,0.00,963.8990542869426,ON,DEPLOYED,AUTO
19:40:22.792,4.85,-30.35,0.00,942.3438492204518,ON,DEPLOYED,AUTO
19:40:22.892,4.40,-31.00,0.00,920.1829107411423,ON,DEPLOYED,AUTO
19:40:22.993,3.95,-31.65,0.00,897.4716296540191,ON,DEPLOYED,AUTO
19:40:23.093,3.49,-32.28,0.00,874.266772333994,ON,DEPLOYED,AUTO
19:40:23.194,3.01,-32.90,0.00,850.6263388395114,ON,DEPLOYED,AUTO
19:40:23.294,2.53,-33.51,0.00,826.609417942608,ON,DEPLOYED,AUTO
19:40:23.395,2.05,-34.11,0.00,802.2760394377561,ON,DEPLOYED,AUTO
19:40:23.495,1.55,-34.69,0.00,777.6870240986397,ON,DEPLOYED,AUTO
19:40:23.599,1.06,-35.25,0.00,752.9038316578951,ON,DEPLOYED,AUTO
19:40:23.699,0.56,-35.80,0.00,727.9884071897878,ON,DEPLOYED,AUTO
19:40:23.800,0.06,-36.34,0.00,703.0030262797864,ON,DEPLOYED,AUTO
19:40:23.900,-0.44,-36.87,0.00,678.0101393680311,ON,DEPLOYED,AUTO
19:40:24.000,-0.94,-37.37,0.00,653.0722156557581,ON,DEPLOYED,AUTO
19:40:24.102,-1.43,-37.87,0.00,628.251586964829,ON,DEPLOYED,AUTO
19:40:24.202,-1.93,-38.35,0.00,603.610291940638,ON,DEPLOYED,AUTO
19:40:24.302,-2.42,-38.81,0.00,189.60496049390375,ON,RETRACTED,AUTO
19:40:24.403,-2.90,-39.26,0.00,177.55573116312632,ON,RETRACTED,AUTO
19:40:24.503,-3.37,-39.69,0.00,165.6875747761965,ON,RETRACTED,AUTO
19:40:24.877,-3.84,-40.11,0.00,154.0301555432655,ON,RETRACTED,AUTO
19:40:24.877,-4.30,-40.51,0.00,142.61261094134923,ON,RETRACTED,AUTO
19:40:24.878,-4.74,-40.89,0.00,131.46347888581045,ON,RETRACTED,AUTO
19:40:24.905,-5.18,-41.26,0.00,120.6106264004325,ON,RETRACTED,AUTO
19:40:25.006,-5.60,-41.61,0.00,110.08117996437267,ON,RETRACTED,AUTO
19:40:25.106,-6.00,-41.94,0.00,99.90145771009159,ON,RETRACTED,AUTO
19:40:25.206,-6.40,-42.26,0.00,90.09690364172832,ON,RETRACTED,AUTO
19:40:25.307,-6.77,-42.56,0.00,80.69202403834086,ON,RETRACTED,AUTO
19:40:25.408,-7.13,-42.85,0.00,71.71032620097128,ON,RETRACTED,AUTO
19:40:25.508,-7.47,-43.11,0.00,63.17425969663532,ON,RETRACTED,AUTO
19:40:25.608,-7.80,-43.36,0.00,55.10516024609649,ON,RETRACTED,AUTO
19:40:25.717,-8.10,-43.59,0.00,47.52319639567551,ON,RETRACTED,AUTO
19:40:25.817,-8.38,-43.81,0.00,40.447319106388164,ON,RETRACTED,AUTO
19:40:25.918,-8.64,-44.00,0.00,33.89521438641211,ON,RETRACTED,AUTO
19:40:26.018,-8.88,-44.18,0.00,27.883259085277246,ON,RETRACTED,AUTO
19:40:26.119,-9.10,-44.35,0.00,22.42647996027071,ON,RETRACTED,AUTO
19:40:26.219,-9.30,-44.49,0.00,17.53851611736951,ON,RETRACTED,AUTO
19:40:26.320,-9.47,-44.62,0.00,13.231584920578626,ON,RETRACTED,AUTO
19:40:26.420,-9.62,-44.72,0.00,9.51645145488368,ON,RETRACTED,AUTO
19:40:26.521,-9.74,-44.81,0.00,6.402401619144882,ON,RETRACTED,AUTO
