timestamp,azimuth,elevation,range,doppler,voltage,temp
17:50:15,323.33,-52.88,10700.11,1370,8.06,39
17:50:16,323.28,-52.88,10700.13,-1359,8.34,39
17:50:16,323.25,-52.88,10700.14,-282,8.23,34
17:50:17,323.21,-52.88,10700.16,1280,7.5600000000000005,29
17:50:18,323.17,-52.88,10700.18,-764,8.24,27
17:50:18,323.14,-52.88,10700.19,201,7.01,32
17:50:19,323.10,-52.88,10700.20,1654,8.18,39
17:50:19,323.07,-52.88,10700.22,1295,8.31,31
17:50:20,323.03,-52.88,10700.23,1566,7.28,32
17:50:20,323.00,-52.88,10700.25,1486,8.09,21
17:50:21,322.96,-52.88,10700.26,-465,8.13,35
17:50:21,322.92,-52.88,10700.27,-1776,7.7,26
17:50:22,322.89,-52.88,10700.28,-90,8.33,26
17:50:23,322.85,-52.88,10700.30,1605,8.2,38
17:50:23,322.81,-52.88,10700.31,-1880,7.95,38
17:50:24,322.77,-52.88,10700.32,-929,7.73,33
17:50:24,322.74,-52.88,10700.33,1752,8.13,23
17:50:25,322.70,-52.88,10700.34,1596,8.24,32
17:50:25,322.67,-52.88,10700.35,-752,7.17,25
17:50:26,322.63,-52.88,10700.36,-1544,7.03,25
17:50:26,322.59,-52.88,10700.37,-1895,8.290000000000001,23
17:50:27,322.55,-52.88,10700.38,1591,7.66,22
17:50:28,322.52,-52.88,10700.39,715,7.41,39
17:50:28,322.48,-52.88,10700.40,-1587,7.88,30
17:50:29,322.45,-52.88,10700.41,-1143,7.28,24
17:50:29,322.40,-52.88,10700.42,393,7.09,28
