timestamp,azimuth,elevation,range,doppler,voltage,temp
23:02:17,35.65,-14.95,4517.71,-766,8.39,26
23:02:18,35.68,-14.98,4522.75,-243,7.62,37
23:02:19,35.71,-15.01,4527.26,417,7.17,33
23:02:20,35.74,-15.04,4531.74,1330,7.2,32
23:02:20,35.76,-15.06,4536.19,1722,7.68,30
23:02:21,35.79,-15.09,4540.59,1794,7.99,21
23:02:22,35.82,-15.12,4545.00,1109,7.3100000000000005,29
23:02:22,35.84,-15.14,4549.32,1029,7.930000000000001,34
23:02:23,35.87,-15.17,4553.73,-1881,8.15,30
23:02:24,35.89,-15.19,4557.57,-1196,7.24,34
23:02:24,35.91,-15.21,4561.63,-1434,7.67,21
23:02:25,35.94,-15.24,4565.77,695,7.57,24
23:02:26,35.96,-15.26,4569.83,1284,7.71,30
23:02:26,35.99,-15.28,4573.83,1247,7.25,25
23:02:27,36.01,-15.31,4577.90,-846,7.76,22
23:02:28,36.04,-15.33,4582.02,-1715,8.26,39
23:02:28,36.06,-15.36,4586.07,-150,8.34,39
23:02:29,36.08,-15.38,4590.19,1470,7.98,35
23:02:30,36.11,-15.40,4593.92,-1050,7.8500000000000005,28
23:02:30,36.13,-15.43,4597.86,-518,7.7,29
23:02:31,36.15,-15.45,4602.10,785,8.13,20
23:02:32,36.18,-15.48,4606.33,499,7.8500000000000005,28
23:02:32,36.20,-15.50,4610.39,-1675,8.34,35
23:02:33,36.23,-15.53,4615.85,1141,7.69,33
23:02:34,36.26,-15.56,4620.64,1947,8.2,21
23:02:35,36.29,-15.59,4625.40,1194,7.140000000000001,39
23:02:36,36.32,-15.61,4629.93,1279,8.07,39
23:02:36,36.35,-15.64,4634.76,-704,8.13,28
23:02:37,36.38,-15.67,4640.45,1195,7.97,28
23:02:38,36.41,-15.71,4646.36,-1272,8.05,27
23:02:39,36.45,-15.74,4652.38,-127,7.21,39
23:02:40,36.48,-15.78,4658.33,-1584,7.69,26
23:02:41,36.52,-15.81,4664.28,-280,7.94,25
23:02:42,36.55,-15.85,4670.18,-787,7.68,28
23:02:43,36.58,-15.88,4676.07,487,7.8,31
23:02:44,36.62,-15.92,4682.02,-1603,8.06,37
23:02:45,36.65,-15.95,4687.91,1244,7.68,38
23:02:46,36.69,-15.99,4694.08,-743,7.09,24
23:02:47,36.71,-16.02,4698.78,1277,8.22,39
23:02:48,36.74,-16.04,4703.43,-1421,8.290000000000001,35
23:02:48,36.77,-16.07,4708.07,1006,8.02,21
23:02:49,36.80,-16.10,4713.24,-502,7.0600000000000005,36
23:02:50,36.82,-16.13,4717.94,-775,8.3,38
23:02:51,36.85,-16.16,4723.73,477,8.34,24
23:02:52,36.89,-16.20,4729.77,349,7.29,38
23:02:53,36.92,-16.23,4735.64,993,7.45,39
23:02:54,36.96,-16.27,4741.70,-1824,7.23,36
23:02:55,36.99,-16.30,4747.76,-723,8.05,38
23:02:56,37.03,-16.34,4754.49,-1317,7.62,39
23:02:57,37.06,-16.37,4760.43,1025,7.5600000000000005,37
23:02:58,37.09,-16.41,4766.35,1869,8.370000000000001,26
23:02:59,37.13,-16.44,4772.27,232,7.13,23
23:03:00,37.16,-16.48,4778.27,1310,7.59,23
23:03:01,37.19,-16.51,4784.13,320,8.38,36
23:03:02,37.23,-16.55,4790.18,1735,8.39,26
23:03:03,37.26,-16.58,4796.18,871,7.0200000000000005,34
23:03:04,37.29,-16.62,4802.13,-1582,7.8500000000000005,39
23:03:05,37.33,-16.65,4808.05,1814,7.19,27
23:03:05,37.36,-16.69,4814.01,1796,7.34,35
23:03:06,37.39,-16.72,4819.97,1572,8.13,25
23:03:07,37.42,-16.75,4825.78,-777,7.87,26
23:03:08,37.46,-16.79,4832.30,-1146,8.02,31
23:03:09,37.49,-16.83,4838.35,2,7.01,37
23:03:10,37.52,-16.86,4844.36,-392,7.140000000000001,25
23:03:11,37.56,-16.90,4850.27,1195,7.62,25
23:03:12,37.59,-16.93,4856.06,-1803,8.08,20
23:03:13,37.62,-16.96,4862.13,-584,8.0,35
23:03:14,37.65,-17.00,4868.15,211,7.87,34
23:03:15,37.69,-17.03,4874.20,-1754,7.11,34
23:03:16,37.72,-17.07,4880.21,143,7.46,27
23:03:17,37.75,-17.10,4886.29,-1372,7.99,34
23:03:18,37.78,-17.14,4892.40,1919,7.5600000000000005,36
23:03:19,37.82,-17.17,4898.64,-1677,7.03,22
23:03:20,37.85,-17.21,4904.32,-1210,7.12,20
23:03:21,37.88,-17.24,4910.54,-141,8.27,24
23:03:22,37.91,-17.28,4916.39,-475,8.05,20
23:03:23,37.94,-17.31,4922.18,-490,7.48,35
23:03:24,37.98,-17.34,4928.09,994,7.58,26
23:03:25,38.01,-17.38,4933.97,-185,8.3,21
23:03:26,38.04,-17.41,4940.01,-1057,7.51,32
23:03:27,38.07,-17.45,4945.94,-236,7.76,34
23:03:28,38.11,-17.49,4952.56,-33,7.0600000000000005,24
23:03:29,38.14,-17.52,4958.52,-700,7.95,25
23:03:30,38.17,-17.55,4964.41,-1415,7.65,39
23:03:31,38.20,-17.59,4970.30,-1922,8.38,25
23:03:32,38.23,-17.62,4976.25,415,7.76,20
23:03:33,38.26,-17.66,4982.16,-1841,7.390000000000001,21
23:03:34,38.30,-17.69,4988.92,216,8.24,37
23:03:35,38.33,-17.73,4994.86,140,7.21,38
23:03:36,38.36,-17.76,5000.90,-1487,7.83,35
23:03:37,38.39,-17.80,5006.92,-1541,8.24,33
23:03:38,38.42,-17.83,5012.84,1160,7.890000000000001,29
23:03:39,38.45,-17.87,5018.57,-1135,7.12,24
23:03:40,38.48,-17.90,5024.53,1465,7.86,34
23:03:41,38.51,-17.93,5030.46,1058,8.13,36
23:03:42,38.54,-17.97,5036.07,1516,8.120000000000001,27
23:03:43,38.57,-18.00,5041.67,-1421,7.84,23
23:03:44,38.60,-18.03,5047.54,703,8.06,28
23:03:44,38.63,-18.06,5053.31,392,7.8500000000000005,32
23:03:45,38.66,-18.10,5058.99,-635,8.36,38
23:03:46,38.69,-18.13,5065.01,-1083,8.17,38
23:03:47,38.72,-18.17,5071.43,-1150,7.82,38
23:03:48,38.75,-18.20,5077.19,-1534,7.38,37
23:03:49,38.78,-18.23,5081.70,-311,7.3,36
23:03:50,38.80,-18.25,5086.08,644,7.26,28
23:03:50,38.82,-18.28,5090.07,-533,7.99,27
23:03:51,38.84,-18.30,5093.95,-974,7.0200000000000005,23
23:03:52,38.86,-18.32,5097.93,909,8.06,31
23:03:52,38.88,-18.34,5101.81,148,7.63,21
23:03:53,38.90,-18.37,5105.97,-1734,8.2,26
23:03:54,38.92,-18.39,5110.11,1582,7.21,32
23:03:54,38.94,-18.41,5114.38,-759,7.05,34
23:03:55,38.96,-18.44,5118.39,1761,7.55,37
23:03:56,38.98,-18.46,5122.45,-1240,8.35,34
23:03:56,39.00,-18.48,5126.57,-1442,7.54,22
23:03:57,39.02,-18.51,5130.64,-1670,7.87,20
23:03:58,39.04,-18.53,5134.72,499,7.930000000000001,33
23:03:58,39.07,-18.56,5139.01,1742,8.39,21
23:03:59,39.09,-18.58,5143.23,-1455,7.6000000000000005,34
23:04:00,39.11,-18.60,5147.32,-1809,7.68,20
23:04:00,39.13,-18.63,5151.37,-712,7.3500000000000005,22
23:04:01,39.15,-18.65,5155.57,1668,8.0,32
23:04:02,39.17,-18.67,5159.67,-5,8.11,32
23:04:03,39.19,-18.70,5163.69,920,8.28,39
23:04:03,39.21,-18.72,5167.71,1877,8.33,26
23:04:04,39.23,-18.74,5171.96,1569,7.36,34
23:04:05,39.25,-18.77,5176.13,-27,8.02,25
23:04:05,39.27,-18.79,5180.35,518,8.23,21
23:04:06,39.29,-18.82,5184.59,-1590,7.36,38
23:04:07,39.31,-18.84,5188.83,1438,7.46,34
23:04:07,39.34,-18.86,5193.10,-1107,8.25,37
23:04:08,39.36,-18.89,5197.29,1976,7.3500000000000005,25
23:04:09,39.38,-18.91,5201.37,-455,7.3500000000000005,32
23:04:09,39.40,-18.93,5205.20,-797,8.39,23
23:04:10,39.42,-18.96,5209.10,-1432,8.28,21
23:04:11,39.43,-18.98,5212.91,1208,8.0,34
23:04:11,39.45,-19.00,5216.95,-934,7.7700000000000005,36
23:04:12,39.47,-19.02,5220.82,-1167,7.01,26
23:04:12,39.49,-19.04,5224.64,1477,7.61,33
23:04:13,39.51,-19.07,5228.63,403,7.47,26
23:04:14,39.53,-19.09,5232.62,-1387,7.17,26
23:04:14,39.55,-19.11,5236.71,-1963,8.14,36
23:04:15,39.57,-19.13,5240.47,1921,8.33,22
23:04:16,39.59,-19.16,5244.49,633,7.22,21
23:04:16,39.61,-19.18,5248.44,-1003,7.96,29
23:04:17,39.63,-19.20,5252.50,1545,8.120000000000001,38
