timestamp,azimuth,elevation,range,doppler,voltage,temp
19:40:52,298.55,-21.37,5630.61,-793,7.62,26
19:40:53,298.52,-21.35,5627.67,-1258,8.05,27
19:40:53,298.49,-21.34,5625.12,-629,7.25,38
19:40:54,298.46,-21.32,5622.53,913,8.32,23
19:40:55,298.43,-21.31,5619.99,-1587,7.11,22
19:40:55,298.40,-21.29,5617.50,-354,8.32,37
19:40:56,298.37,-21.28,5615.00,-296,8.06,33
19:40:56,298.34,-21.26,5612.48,424,7.34,20
19:40:57,298.31,-21.25,5609.96,1300,7.05,34
19:40:57,298.27,-21.23,5606.72,709,7.930000000000001,23
19:40:58,298.24,-21.22,5604.22,-716,7.48,28
19:40:59,298.20,-21.20,5601.33,328,7.55,33
19:40:59,298.17,-21.19,5598.72,-1396,7.46,28
