timestamp,azimuth,elevation,range,doppler,voltage,temp
23:13:19,52.02,-37.08,8361.31,467,7.3500000000000005,38
23:13:20,52.03,-37.10,8364.08,-507,8.01,22
23:13:20,52.04,-37.11,8366.68,-1109,7.84,28
23:13:21,52.05,-37.13,8369.28,-1611,7.25,34
23:13:21,52.06,-37.14,8371.89,-824,7.49,21
23:13:22,52.07,-37.16,8374.54,1981,8.24,30
23:13:22,52.08,-37.18,8377.16,-386,7.3,24
23:13:23,52.09,-37.19,8379.73,-1117,8.290000000000001,36
23:13:23,52.10,-37.21,8382.36,-1622,7.75,34
23:13:24,52.11,-37.22,8385.03,3,8.23,21
23:13:24,52.12,-37.24,8387.56,-385,7.09,33
23:13:25,52.13,-37.26,8390.18,-790,8.05,21
23:13:25,52.14,-37.27,8392.82,1217,8.25,34
23:13:26,52.15,-37.29,8395.43,-1334,8.38,23
23:13:26,52.16,-37.30,8398.01,-1683,8.05,36
23:13:27,52.17,-37.32,8400.62,486,7.0200000000000005,30
23:13:27,52.18,-37.33,8403.22,1291,7.48,30
23:13:28,52.19,-37.35,8405.86,-36,8.33,36
23:13:28,52.20,-37.37,8408.43,-758,8.0,29
23:13:29,52.21,-37.38,8411.07,357,7.12,32
23:13:29,52.22,-37.40,8413.77,1843,7.61,36
23:13:30,52.23,-37.41,8416.26,-157,7.5600000000000005,28
23:13:30,52.24,-37.43,8418.92,929,7.88,37
23:13:31,52.25,-37.45,8421.54,-821,7.2,24
23:13:31,52.26,-37.46,8424.10,-168,7.95,33
23:13:32,52.27,-37.48,8426.68,332,7.34,26
23:13:32,52.28,-37.49,8429.34,515,8.23,24
23:13:33,52.29,-37.51,8431.92,-1207,7.58,37
23:13:33,52.30,-37.53,8434.47,1884,8.09,38
23:13:34,52.31,-37.54,8437.10,628,8.040000000000001,34
23:13:34,52.32,-37.56,8439.67,-588,7.890000000000001,33
23:13:35,52.33,-37.57,8442.30,1596,8.25,22
23:13:35,52.34,-37.59,8444.91,84,7.47,34
23:13:36,52.35,-37.60,8447.51,-1418,7.5600000000000005,22
23:13:36,52.36,-37.62,8450.12,-942,7.67,35
