timestamp,azimuth,elevation,range,doppler,voltage,temp
22:14:41,236.23,-53.12,10719.68,-1411,7.2,38
22:14:41,236.25,-53.10,10717.23,-803,7.2,32
22:14:42,236.27,-53.09,10715.21,-1586,7.92,24
22:14:43,236.28,-53.07,10713.21,1079,7.21,28
22:14:43,236.30,-53.05,10711.16,-1352,7.3500000000000005,39
22:14:44,236.31,-53.04,10709.12,-691,7.38,34
22:14:44,236.33,-53.02,10707.00,-662,8.03,29
22:14:45,236.34,-53.00,10704.97,1376,7.91,32
22:14:45,236.36,-52.99,10702.96,-1678,7.22,24
22:14:46,236.37,-52.97,10700.94,135,7.09,26
22:14:46,236.39,-52.96,10698.90,-920,8.08,29
22:14:47,236.40,-52.94,10696.87,-1700,7.69,31
22:14:47,236.42,-52.93,10694.79,-505,7.48,31
22:14:48,236.43,-52.91,10692.77,981,7.29,30
22:14:49,236.45,-52.89,10690.75,-1418,8.22,23
22:14:49,236.46,-52.88,10688.74,-1556,7.05,25
22:14:50,236.48,-52.86,10686.74,1124,8.08,22
