timestamp,azimuth,elevation,range,doppler,voltage,temp
23:49:30,222.56,-61.57,11684.54,1211,7.73,32
23:49:31,222.56,-61.55,11681.55,1740,8.18,26
23:49:31,222.56,-61.53,11679.72,1799,7.0,35
23:49:32,222.56,-61.51,11677.92,624,7.61,32
23:49:32,222.56,-61.49,11676.12,1368,7.2,36
23:49:33,222.56,-61.47,11674.30,-531,7.8500000000000005,29
23:49:33,222.56,-61.46,11672.47,547,8.1,30
23:49:34,222.56,-61.44,11670.65,-1076,7.09,23
23:49:35,222.56,-61.42,11668.86,-357,7.74,36
23:49:35,222.55,-61.40,11666.95,-1126,7.09,21
23:49:36,222.55,-61.38,11664.96,-413,7.47,22
23:49:36,222.55,-61.36,11662.62,1375,8.05,29
23:49:37,222.55,-61.34,11660.38,309,7.97,34
23:49:38,222.55,-61.32,11658.53,-3,8.23,36
23:49:38,222.55,-61.30,11656.70,62,7.74,22
