timestamp,azimuth,elevation,range,doppler,voltage,temp
16:26:08,225.51,-1.26,2503.87,-8,7.55,24
16:26:09,225.39,-1.27,2504.95,-305,7.8,35
16:26:09,225.30,-1.28,2505.86,982,7.59,31
16:26:10,225.21,-1.29,2506.73,-1273,8.25,33
16:26:11,225.12,-1.30,2507.59,1765,7.82,27
16:26:11,225.03,-1.30,2508.47,-827,7.01,33
16:26:12,224.94,-1.31,2509.33,1304,7.73,28
16:26:12,224.85,-1.32,2510.17,1699,7.87,38
16:26:13,224.76,-1.33,2511.04,1820,7.17,34
16:26:13,224.67,-1.33,2511.92,-1209,7.79,34
16:26:14,224.59,-1.34,2512.79,948,8.17,26
16:26:14,224.50,-1.35,2513.65,-251,7.75,32
16:26:15,224.42,-1.36,2514.51,872,8.09,23
16:26:15,224.33,-1.36,2515.38,-970,7.44,29
16:26:16,224.24,-1.37,2516.28,1634,7.66,35
16:26:16,224.15,-1.38,2517.18,183,7.82,37
16:26:17,224.07,-1.39,2518.11,-820,8.18,28
16:26:18,223.98,-1.39,2519.02,771,8.19,36
16:26:18,223.89,-1.40,2519.94,1430,7.9,36
16:26:19,223.80,-1.41,2520.85,-1694,7.82,33
16:26:19,223.71,-1.42,2521.83,833,7.0600000000000005,20
16:26:20,223.62,-1.43,2522.79,558,8.11,38
16:26:20,223.53,-1.43,2523.77,-102,8.13,26
16:26:21,223.45,-1.44,2524.69,-36,7.57,21
16:26:21,223.36,-1.45,2525.68,-1049,8.1,29
16:26:22,223.26,-1.46,2526.69,-446,8.31,30
16:26:23,223.17,-1.47,2527.68,512,7.97,29
16:26:23,223.08,-1.48,2528.68,-998,7.32,37
16:26:24,223.00,-1.48,2529.63,1213,8.36,30
16:26:24,222.91,-1.49,2530.65,-457,8.25,33
16:26:25,222.82,-1.50,2531.64,1340,7.18,27
16:26:25,222.73,-1.51,2532.72,653,7.24,33
16:26:26,222.64,-1.52,2533.71,131,7.140000000000001,36
16:26:26,222.55,-1.53,2534.74,-1804,7.140000000000001,33
16:26:27,222.47,-1.54,2535.74,1889,7.7700000000000005,35
16:26:28,222.38,-1.55,2536.76,-1440,7.16,29
16:26:28,222.29,-1.55,2537.81,-528,7.36,30
16:26:29,222.20,-1.56,2538.84,26,8.0,31
16:26:29,222.12,-1.57,2539.84,-1142,7.8500000000000005,24
16:26:30,222.03,-1.58,2540.84,-897,7.640000000000001,28
16:26:30,221.94,-1.59,2541.90,1276,7.25,34
16:26:31,221.85,-1.60,2543.01,-955,7.23,26
16:26:31,221.76,-1.61,2544.08,-1511,8.06,20
16:26:32,221.68,-1.62,2545.10,-750,7.55,36
16:26:32,221.60,-1.63,2546.14,967,7.17,35
16:26:33,221.51,-1.63,2547.25,-757,8.15,23
16:26:34,221.42,-1.64,2548.32,1500,7.57,32
16:26:34,221.33,-1.65,2549.42,-1610,7.87,27
16:26:35,221.25,-1.66,2550.49,-984,7.640000000000001,20
16:26:35,221.16,-1.67,2551.62,70,7.18,23
16:26:36,221.07,-1.68,2552.67,-1744,8.23,22
16:26:36,220.99,-1.69,2553.77,-849,7.15,33
16:26:37,220.90,-1.70,2554.92,-696,7.17,35
16:26:37,220.81,-1.71,2556.11,-1824,7.16,24
16:26:38,220.72,-1.72,2557.26,526,7.11,24
16:26:39,220.63,-1.73,2558.41,376,7.38,21
16:26:39,220.54,-1.74,2559.53,-600,7.41,28
16:26:40,220.46,-1.75,2560.67,368,7.23,39
16:26:40,220.37,-1.76,2561.79,-1389,7.11,28
16:26:41,220.29,-1.77,2562.97,303,8.1,26
16:26:41,220.20,-1.78,2564.14,-83,7.58,23
16:26:42,220.11,-1.79,2565.31,1122,7.98,38
16:26:42,220.03,-1.80,2566.48,461,7.13,32
16:26:43,219.94,-1.81,2567.59,631,7.78,29
16:26:43,219.86,-1.82,2568.78,1862,8.28,23
16:26:44,219.77,-1.83,2570.01,-738,8.03,33
16:26:45,219.68,-1.84,2571.20,-1884,8.06,34
16:26:45,219.60,-1.85,2572.34,1256,7.36,22
16:26:46,219.51,-1.86,2573.54,-1310,8.17,26
16:26:46,219.43,-1.87,2574.73,779,7.82,28
16:26:47,219.34,-1.88,2575.92,-375,8.2,38
16:26:47,219.26,-1.89,2577.09,-1516,7.930000000000001,32
16:26:48,219.18,-1.90,2578.25,959,7.15,29
16:26:48,219.10,-1.91,2579.45,298,7.47,23
16:26:49,219.02,-1.92,2580.63,408,7.5200000000000005,26
16:26:49,218.93,-1.93,2581.89,-319,7.49,36
16:26:50,218.84,-1.94,2583.14,1514,7.6000000000000005,29
16:26:51,218.76,-1.95,2584.33,1324,8.15,29
16:26:51,218.67,-1.96,2585.60,-1375,8.2,24
16:26:52,218.59,-1.97,2586.80,1348,7.72,33
16:26:52,218.51,-1.98,2587.99,984,7.24,38
16:26:53,218.42,-1.99,2589.43,-1371,8.1,24
16:26:53,218.33,-2.00,2590.65,709,7.24,32
16:26:54,218.25,-2.01,2591.87,1931,7.47,21
16:26:54,218.17,-2.02,2593.13,-1984,7.58,21
16:26:55,218.09,-2.03,2594.42,485,7.86,21
16:26:55,218.00,-2.04,2595.70,-1808,7.930000000000001,25
16:26:56,217.92,-2.05,2596.99,-1669,8.22,26
16:26:57,217.84,-2.06,2598.25,1236,7.44,31
16:26:57,217.75,-2.07,2599.56,1515,8.28,39
16:26:58,217.66,-2.08,2600.90,731,7.76,29
16:26:58,217.58,-2.10,2602.24,1784,7.61,30
16:26:59,217.50,-2.11,2603.55,1598,7.8,22
16:26:59,217.41,-2.12,2604.89,393,7.0600000000000005,30
16:27:00,217.33,-2.13,2606.21,1513,8.36,20
16:27:00,217.24,-2.14,2607.56,14,8.32,24
16:27:01,217.16,-2.15,2608.92,60,7.08,21
16:27:02,217.08,-2.16,2610.24,-1896,7.0,38
16:27:02,216.99,-2.17,2611.57,1923,7.45,37
16:27:03,216.91,-2.18,2612.92,-1031,7.48,22
16:27:03,216.83,-2.19,2614.21,1788,7.15,27
16:27:04,216.74,-2.21,2615.67,1712,8.21,37
16:27:04,216.66,-2.22,2617.08,-216,7.97,23
16:27:05,216.57,-2.23,2618.47,577,8.03,27
16:27:05,216.49,-2.24,2619.86,748,7.84,22
16:27:06,216.41,-2.25,2621.24,1774,7.21,37
16:27:07,216.32,-2.26,2622.60,-108,8.16,33
16:27:07,216.24,-2.27,2624.01,-1511,7.17,22
16:27:08,216.15,-2.29,2625.56,-1694,7.74,39
16:27:08,216.07,-2.30,2626.93,-1366,7.91,35
16:27:09,215.99,-2.31,2628.33,220,7.57,25
16:27:09,215.90,-2.32,2629.72,8,7.26,30
16:27:10,215.82,-2.33,2631.16,-693,7.49,25
16:27:10,215.74,-2.35,2632.59,522,7.8,25
16:27:11,215.66,-2.36,2634.02,605,8.2,39
16:27:12,215.57,-2.37,2635.50,504,7.37,32
16:27:12,215.49,-2.38,2636.87,-483,8.06,30
16:27:13,215.41,-2.39,2638.33,1411,7.38,25
16:27:13,215.33,-2.40,2639.76,-1442,8.1,26
16:27:14,215.24,-2.42,2641.24,246,8.23,35
16:27:14,215.17,-2.43,2642.64,297,8.0,34
16:27:15,215.08,-2.44,2644.12,185,7.63,34
