timestamp,azimuth,elevation,range,doppler,voltage,temp
23:35:26,289.88,64.38,457.94,-1061,7.25,20
23:35:27,292.20,64.71,456.80,1071,8.23,39
23:35:28,294.26,64.96,455.94,1467,7.8100000000000005,24
23:35:29,296.28,65.17,455.21,-940,7.29,27
23:35:30,298.43,65.37,454.55,-560,7.41,26
23:35:31,300.61,65.54,454.01,710,8.19,26
23:35:32,302.80,65.67,453.57,831,7.6000000000000005,20
23:35:33,304.99,65.77,453.25,-718,7.08,37
23:35:34,307.30,65.84,453.03,1144,7.94,28
23:35:35,309.54,65.87,452.93,-554,7.25,38
23:35:36,311.78,65.87,452.93,169,8.13,34
23:35:37,314.07,65.84,453.05,550,8.07,24
23:35:38,316.34,65.77,453.28,-1785,7.11,35
23:35:39,318.54,65.67,453.62,674,7.28,35
23:35:40,321.57,65.48,454.26,332,7.29,28
23:35:41,323.76,65.30,454.87,-1086,8.13,28
23:35:42,325.89,65.10,455.57,1773,7.15,23
23:35:43,327.96,64.86,456.39,-910,7.29,26
23:35:44,330.00,64.60,457.31,-1490,8.32,36
23:35:45,331.97,64.32,458.33,1877,7.34,25
23:35:46,333.93,64.00,459.48,1182,7.13,25
23:35:47,335.97,63.63,460.84,-147,7.2700000000000005,26
23:35:48,337.81,63.26,462.21,-937,7.95,28
23:35:49,339.54,62.89,463.65,1616,7.3100000000000005,21
23:35:50,341.15,62.51,465.11,1747,7.67,28
23:35:51,342.77,62.10,466.74,-1359,7.17,20
23:35:52,344.38,61.66,468.51,-680,7.7,29
