timestamp,azimuth,elevation,doppler_shift,battery_voltage,internal_temp,status_msg
2026-02-07T17:58:08.457427,317.97,-30.32,1805,7.0,35,ALL_OK
2026-02-07T17:58:09.050654,317.96,-30.30,-1372,8.19,31,ALL_OK
2026-02-07T17:58:09.608014,317.96,-30.28,-1893,7.51,31,ALL_OK
2026-02-07T17:58:10.180671,317.95,-30.26,1687,7.5,26,ALL_OK
2026-02-07T17:58:10.759934,317.94,-30.24,1247,7.5,29,ALL_OK
2026-02-07T17:58:11.327858,317.93,-30.22,-782,7.5,34,ALL_OK
2026-02-07T17:58:11.886784,317.92,-30.21,1660,7.5,28,ALL_OK
2026-02-07T17:58:12.458975,317.92,-30.19,924,7.75,35,ALL_OK
2026-02-07T17:58:13.042725,317.91,-30.17,-1031,7.79,30,ALL_OK
2026-02-07T17:58:13.610638,317.90,-30.15,-820,7.22,34,ALL_OK
2026-02-07T17:58:14.182046,317.89,-30.13,330,7.98,36,ALL_OK
2026-02-07T17:58:14.739074,317.88,-30.11,-1049,8.09,31,ALL_OK
2026-02-07T17:58:15.302657,317.88,-30.09,-1793,8.03,38,ALL_OK
2026-02-07T17:58:15.919509,317.87,-30.07,531,7.49,28,ALL_OK
