timestamp,azimuth,elevation,doppler_shift,battery_voltage,internal_temp,status_msg
2026-01-25T14:42:56.258572,215.94,-68.97,-1922,7.36,22,ALL_OK
2026-01-25T14:42:56.908011,215.97,-68.96,115,8.07,29,ALL_OK
2026-01-25T14:42:57.456851,216.00,-68.94,816,8.02,21,ALL_OK
2026-01-25T14:42:58.008773,216.02,-68.92,-362,7.08,29,ALL_OK
2026-01-25T14:42:58.559035,216.04,-68.91,1399,7.42,29,ALL_OK
2026-01-25T14:42:59.104423,216.07,-68.89,-1495,7.0600000000000005,31,ALL_OK
2026-01-25T14:42:59.661907,216.09,-68.88,-1920,8.2,35,ALL_OK
2026-01-25T14:43:00.211535,216.12,-68.86,95,8.26,28,ALL_OK
2026-01-25T14:43:00.755369,216.14,-68.85,-1706,7.98,38,ALL_OK
2026-01-25T14:43:01.306969,216.16,-68.83,-1650,7.0600000000000005,38,ALL_OK
2026-01-25T14:43:01.859050,216.19,-68.81,-1429,8.1,35,ALL_OK
2026-01-25T14:43:02.407109,216.21,-68.80,101,8.07,23,ALL_OK
2026-01-25T14:43:03.013188,216.24,-68.78,-1007,8.27,26,ALL_OK
2026-01-25T14:43:03.561583,216.26,-68.77,1139,7.3100000000000005,39,ALL_OK
2026-01-25T14:43:04.106018,216.28,-68.75,226,7.59,27,ALL_OK
2026-01-25T14:43:04.667443,216.31,-68.73,881,7.36,38,ALL_OK
2026-01-25T14:43:05.201242,216.33,-68.72,-480,7.55,23,ALL_OK
2026-01-25T14:43:05.755287,216.35,-68.70,-118,7.48,25,ALL_OK
2026-01-25T14:43:06.307346,216.38,-68.69,861,7.38,20,ALL_OK
2026-01-25T14:43:06.852822,216.40,-68.67,1705,8.38,35,ALL_OK
2026-01-25T14:43:07.430407,216.43,-68.66,-1712,7.640000000000001,25,ALL_OK
2026-01-25T14:43:07.983117,216.45,-68.64,-1156,7.58,35,ALL_OK
2026-01-25T14:43:08.522289,216.47,-68.62,-1156,7.94,38,ALL_OK
2026-01-25T14:43:09.055473,216.50,-68.61,810,7.15,23,ALL_OK
2026-01-25T14:43:09.589206,216.52,-68.59,-1202,8.370000000000001,24,ALL_OK
2026-01-25T14:43:10.146085,216.54,-68.58,-1415,7.51,26,ALL_OK
2026-01-25T14:43:10.685597,216.56,-68.56,1041,7.99,34,ALL_OK
2026-01-25T14:43:11.230935,216.59,-68.55,-1687,7.7700000000000005,36,ALL_OK
2026-01-25T14:43:11.761275,216.61,-68.53,-151,7.11,31,ALL_OK
2026-01-25T14:43:12.305030,216.63,-68.52,-1016,7.74,29,ALL_OK
2026-01-25T14:43:12.837911,216.66,-68.50,-329,7.33,31,ALL_OK
2026-01-25T14:43:13.375642,216.68,-68.49,-43,7.75,21,ALL_OK
2026-01-25T14:43:13.928579,216.70,-68.47,1463,8.39,21,ALL_OK
2026-01-25T14:43:14.463127,216.72,-68.46,61,7.36,35,ALL_OK
2026-01-25T14:43:15.040242,216.75,-68.44,-1684,8.36,36,ALL_OK
2026-01-25T14:43:15.621376,216.77,-68.42,-1398,7.08,33,ALL_OK
2026-01-25T14:43:16.152758,216.80,-68.41,-1373,7.42,36,ALL_OK
2026-01-25T14:43:16.699668,216.82,-68.39,-283,7.73,22,ALL_OK
