timestamp,azimuth,elevation,doppler_shift,battery_voltage,internal_temp,status_msg
2026-01-26T15:58:59.141284,274.60,-25.94,1086,7.5600000000000005,32,ALL_OK
2026-01-26T15:58:59.686337,274.62,-25.92,-1386,7.75,21,ALL_OK
2026-01-26T15:59:00.251197,274.64,-25.91,-303,8.1,29,ALL_OK
2026-01-26T15:59:00.795439,274.67,-25.89,785,7.43,37,ALL_OK
2026-01-26T15:59:01.342189,274.69,-25.87,1943,7.11,20,ALL_OK
2026-01-26T15:59:01.895335,274.71,-25.86,436,7.2700000000000005,31,ALL_OK
2026-01-26T15:59:02.442431,274.74,-25.84,-484,7.36,32,ALL_OK
2026-01-26T15:59:02.999220,274.76,-25.83,-1429,7.8500000000000005,31,ALL_OK
2026-01-26T15:59:03.552789,274.78,-25.81,980,7.12,28,ALL_OK
2026-01-26T15:59:04.104596,274.81,-25.79,1926,7.0,21,ALL_OK
2026-01-26T15:59:04.660153,274.83,-25.78,-1879,7.72,34,ALL_OK
2026-01-26T15:59:05.232567,274.85,-25.76,1904,8.21,22,ALL_OK
2026-01-26T15:59:05.786324,274.88,-25.75,474,7.42,31,ALL_OK
2026-01-26T15:59:06.325624,274.90,-25.73,1766,8.39,36,ALL_OK
2026-01-26T15:59:06.875493,274.92,-25.71,-837,7.63,38,ALL_OK
2026-01-26T15:59:07.433668,274.95,-25.70,1580,7.24,35,ALL_OK
2026-01-26T15:59:07.996947,274.97,-25.68,940,7.21,38,ALL_OK
2026-01-26T15:59:08.550358,274.99,-25.67,685,8.01,38,ALL_OK
2026-01-26T15:59:09.099734,275.02,-25.65,1796,8.040000000000001,29,ALL_OK
2026-01-26T15:59:09.654590,275.04,-25.63,41,7.6000000000000005,29,ALL_OK
2026-01-26T15:59:10.203993,275.06,-25.62,-1573,7.29,39,ALL_OK
2026-01-26T15:59:10.754621,275.09,-25.60,493,7.92,23,ALL_OK
2026-01-26T15:59:11.306235,275.11,-25.59,1240,8.31,20,ALL_OK
2026-01-26T15:59:11.853798,275.13,-25.57,-879,7.33,32,ALL_OK
2026-01-26T15:59:12.399970,275.16,-25.56,1461,8.09,20,ALL_OK
2026-01-26T15:59:12.946996,275.18,-25.54,703,8.31,32,ALL_OK
2026-01-26T15:59:13.498079,275.20,-25.52,-626,8.02,28,ALL_OK
2026-01-26T15:59:14.052134,275.23,-25.51,-421,8.120000000000001,38,ALL_OK
2026-01-26T15:59:14.609267,275.25,-25.49,-1812,7.16,39,ALL_OK
2026-01-26T15:59:15.164162,275.27,-25.48,-1995,8.01,38,ALL_OK
2026-01-26T15:59:15.729398,275.30,-25.46,-1691,7.97,34,ALL_OK
2026-01-26T15:59:16.288582,275.32,-25.44,-847,7.48,28,ALL_OK
2026-01-26T15:59:16.848784,275.35,-25.43,910,7.91,21,ALL_OK
2026-01-26T15:59:17.411618,275.37,-25.41,1092,7.68,36,ALL_OK
