timestamp,azimuth,elevation,doppler_shift,battery_voltage,internal_temp,status_msg
2026-02-07T10:11:44.519382,29.59,-12.14,-1181,8.15,27,ALL_OK
2026-02-07T10:11:45.168669,29.63,-12.16,975,7.24,29,ALL_OK
2026-02-07T10:11:45.721489,29.67,-12.18,233,8.35,24,ALL_OK
2026-02-07T10:11:46.275019,29.71,-12.20,383,7.46,38,ALL_OK
2026-02-07T10:11:46.848062,29.74,-12.22,823,7.1000000000000005,39,ALL_OK
2026-02-07T10:11:47.407891,29.78,-12.24,1655,7.18,29,ALL_OK
2026-02-07T10:11:47.963878,29.82,-12.25,-1502,7.55,27,ALL_OK
2026-02-07T10:11:48.532261,29.85,-12.27,1984,7.86,22,ALL_OK
2026-02-07T10:11:49.099966,29.89,-12.29,-300,8.02,36,ALL_OK
2026-02-07T10:11:49.667394,29.93,-12.31,-1578,7.72,20,ALL_OK
2026-02-07T10:11:50.281082,29.97,-12.33,1487,7.930000000000001,22,ALL_OK
2026-02-07T10:11:50.847434,30.01,-12.35,-709,8.38,33,ALL_OK
2026-02-07T10:11:51.404272,30.04,-12.36,890,8.11,25,ALL_OK
2026-02-07T10:11:51.969843,30.08,-12.38,1501,7.140000000000001,25,ALL_OK
2026-02-07T10:11:52.532893,30.12,-12.40,294,8.0,24,ALL_OK
2026-02-07T10:11:53.160043,30.16,-12.42,-1353,7.3100000000000005,24,ALL_OK
2026-02-07T10:11:53.726762,30.20,-12.44,-1430,8.28,22,ALL_OK
2026-02-07T10:11:54.288960,30.23,-12.46,-1574,7.86,27,ALL_OK
2026-02-07T10:11:54.856263,30.27,-12.48,347,8.21,33,ALL_OK
2026-02-07T10:11:55.460873,30.31,-12.50,1802,7.18,28,ALL_OK
2026-02-07T10:11:56.029186,30.35,-12.51,1551,7.65,39,ALL_OK
2026-02-07T10:11:56.656647,30.39,-12.53,-470,8.21,23,ALL_OK
2026-02-07T10:11:57.219139,30.42,-12.55,-1131,8.16,36,ALL_OK
2026-02-07T10:11:57.780334,30.46,-12.57,1508,7.57,32,ALL_OK
2026-02-07T10:11:58.337702,30.50,-12.59,-1476,7.16,25,ALL_OK
2026-02-07T10:11:58.903739,30.53,-12.61,1230,7.84,39,ALL_OK
2026-02-07T10:11:59.461973,30.57,-12.62,631,8.08,28,ALL_OK
2026-02-07T10:12:00.012090,30.60,-12.64,593,8.19,29,ALL_OK
2026-02-07T10:12:00.578772,30.64,-12.66,-1522,7.22,35,ALL_OK
2026-02-07T10:12:01.136302,30.68,-12.68,-1205,8.22,35,ALL_OK
2026-02-07T10:12:01.686174,30.71,-12.70,-12,7.8500000000000005,39,ALL_OK
2026-02-07T10:12:02.240577,30.75,-12.71,543,7.26,20,ALL_OK
2026-02-07T10:12:02.800721,30.78,-12.73,-1921,7.83,24,ALL_OK
2026-02-07T10:12:03.367496,30.82,-12.75,-1101,7.99,33,ALL_OK
2026-02-07T10:12:03.939254,30.86,-12.77,1058,7.96,20,ALL_OK
2026-02-07T10:12:04.495115,30.89,-12.79,459,7.98,32,ALL_OK
2026-02-07T10:12:05.045409,30.93,-12.81,1528,7.33,30,ALL_OK
2026-02-07T10:12:05.602824,30.96,-12.82,1338,7.3500000000000005,37,ALL_OK
2026-02-07T10:12:06.168180,31.00,-12.84,-83,8.28,24,ALL_OK
2026-02-07T10:12:06.717204,31.03,-12.86,534,7.48,20,ALL_OK
2026-02-07T10:12:07.276558,31.07,-12.88,-608,7.0600000000000005,32,ALL_OK
2026-02-07T10:12:07.901182,31.11,-12.90,38,7.74,26,ALL_OK
2026-02-07T10:12:08.461102,31.15,-12.92,1345,7.68,21,ALL_OK
2026-02-07T10:12:09.016085,31.18,-12.93,-455,8.290000000000001,39,ALL_OK
2026-02-07T10:12:09.567893,31.22,-12.95,-1418,7.63,29,ALL_OK
2026-02-07T10:12:10.134884,31.25,-12.97,-522,7.03,32,ALL_OK
2026-02-07T10:12:10.694537,31.29,-12.99,-976,7.8100000000000005,20,ALL_OK
2026-02-07T10:12:11.252099,31.32,-13.01,101,7.76,22,ALL_OK
2026-02-07T10:12:11.808989,31.36,-13.02,57,8.22,38,ALL_OK
2026-02-07T10:12:12.360228,31.39,-13.04,886,7.43,35,ALL_OK
2026-02-07T10:12:12.956355,31.43,-13.06,-1281,8.22,27,ALL_OK
2026-02-07T10:12:13.535029,31.46,-13.08,-1746,7.88,30,ALL_OK
2026-02-07T10:12:14.087397,31.50,-13.10,-1087,7.63,25,ALL_OK
2026-02-07T10:12:14.644412,31.53,-13.12,1405,7.86,29,ALL_OK
2026-02-07T10:12:15.212534,31.57,-13.13,-137,7.76,22,ALL_OK
2026-02-07T10:12:15.768156,31.60,-13.15,-752,8.03,34,ALL_OK
2026-02-07T10:12:16.322130,31.64,-13.17,-91,8.27,27,ALL_OK
2026-02-07T10:12:16.881285,31.67,-13.19,559,7.5200000000000005,38,ALL_OK
2026-02-07T10:12:17.429593,31.71,-13.21,878,8.2,39,ALL_OK
2026-02-07T10:12:17.976031,31.74,-13.22,1651,7.28,21,ALL_OK
2026-02-07T10:12:18.546255,31.78,-13.24,696,7.8,36,ALL_OK
2026-02-07T10:12:19.167161,31.82,-13.26,-820,7.54,35,ALL_OK
2026-02-07T10:12:19.719829,31.85,-13.28,-146,7.61,39,ALL_OK
2026-02-07T10:12:20.285429,31.88,-13.30,-1497,8.02,25,ALL_OK
2026-02-07T10:12:20.852254,31.92,-13.32,821,7.47,33,ALL_OK
2026-02-07T10:12:21.410749,31.95,-13.33,-1816,7.83,23,ALL_OK
2026-02-07T10:12:21.974948,31.99,-13.35,-1269,7.62,37,ALL_OK
2026-02-07T10:12:22.541939,32.02,-13.37,-1890,8.06,25,ALL_OK
2026-02-07T10:12:23.107204,32.06,-13.39,-407,8.27,32,ALL_OK
2026-02-07T10:12:23.705904,32.10,-13.41,1371,7.47,39,ALL_OK
2026-02-07T10:12:24.286278,32.13,-13.43,-1587,7.88,27,ALL_OK
2026-02-07T10:12:24.849287,32.17,-13.45,-1529,7.36,20,ALL_OK
2026-02-07T10:12:25.426302,32.20,-13.46,-757,7.32,33,ALL_OK
2026-02-07T10:12:26.006271,32.24,-13.48,324,7.68,39,ALL_OK
2026-02-07T10:12:26.599070,32.27,-13.50,592,7.0,38,ALL_OK
2026-02-07T10:12:27.155049,32.31,-13.52,-453,7.78,29,ALL_OK
2026-02-07T10:12:27.710762,32.34,-13.54,-949,8.27,25,ALL_OK
2026-02-07T10:12:28.263121,32.37,-13.56,-1085,7.09,28,ALL_OK
2026-02-07T10:12:28.828707,32.41,-13.57,1102,7.16,37,ALL_OK
2026-02-07T10:12:29.383525,32.44,-13.59,-1893,8.36,32,ALL_OK
2026-02-07T10:12:29.936500,32.47,-13.61,-361,7.48,22,ALL_OK
2026-02-07T10:12:30.558538,32.51,-13.63,-502,7.94,26,ALL_OK
2026-02-07T10:12:31.133189,32.55,-13.65,412,7.86,26,ALL_OK
2026-02-07T10:12:31.691063,32.58,-13.67,-1171,7.67,34,ALL_OK
2026-02-07T10:12:32.245982,32.61,-13.68,849,8.39,38,ALL_OK
2026-02-07T10:12:32.810801,32.65,-13.70,1341,8.11,39,ALL_OK
2026-02-07T10:12:33.387918,32.68,-13.72,-242,7.63,26,ALL_OK
2026-02-07T10:12:33.949845,32.72,-13.74,-167,7.7,35,ALL_OK
2026-02-07T10:12:34.516115,32.75,-13.76,-1517,8.38,33,ALL_OK
2026-02-07T10:12:35.073072,32.78,-13.78,-1408,7.54,23,ALL_OK
2026-02-07T10:12:35.622257,32.82,-13.79,485,7.16,38,ALL_OK
2026-02-07T10:12:36.171861,32.85,-13.81,1765,7.82,26,ALL_OK
2026-02-07T10:12:36.738076,32.88,-13.83,-1530,7.0200000000000005,33,ALL_OK
2026-02-07T10:12:37.299746,32.92,-13.85,-1848,7.41,27,ALL_OK
2026-02-07T10:12:37.861211,32.95,-13.87,270,7.66,36,ALL_OK
2026-02-07T10:12:38.427920,32.98,-13.88,-1114,7.03,38,ALL_OK
2026-02-07T10:12:38.985786,33.02,-13.90,-625,7.32,30,ALL_OK
2026-02-07T10:12:39.553591,33.05,-13.92,1740,8.290000000000001,20,ALL_OK
2026-02-07T10:12:40.120577,33.08,-13.94,-1800,7.54,28,ALL_OK
2026-02-07T10:12:40.681110,33.12,-13.96,81,8.24,21,ALL_OK
2026-02-07T10:12:41.237881,33.15,-13.97,-1261,7.09,37,ALL_OK
2026-02-07T10:12:41.837473,33.19,-13.99,658,7.29,26,ALL_OK
2026-02-07T10:12:42.396087,33.22,-14.01,1124,8.13,38,ALL_OK
2026-02-07T10:12:43.003517,33.26,-14.03,918,8.28,26,ALL_OK
2026-02-07T10:12:43.579301,33.29,-14.05,794,7.08,23,ALL_OK
2026-02-07T10:12:44.133918,33.32,-14.07,1739,8.17,26,ALL_OK
2026-02-07T10:12:44.708561,33.36,-14.09,-1098,7.0600000000000005,27,ALL_OK
2026-02-07T10:12:45.270707,33.39,-14.10,1712,7.22,31,ALL_OK
2026-02-07T10:12:45.817883,33.42,-14.12,-1252,7.33,35,ALL_OK
2026-02-07T10:12:46.375964,33.45,-14.14,1804,8.24,32,ALL_OK
2026-02-07T10:12:46.926674,33.49,-14.16,-1941,7.86,35,ALL_OK
2026-02-07T10:12:47.485134,33.52,-14.18,-1442,7.46,33,ALL_OK
2026-02-07T10:12:48.040516,33.55,-14.19,564,7.36,36,ALL_OK
2026-02-07T10:12:48.609742,33.58,-14.21,-481,7.7,29,ALL_OK
2026-02-07T10:12:49.171469,33.62,-14.23,1162,8.06,21,ALL_OK
2026-02-07T10:12:49.732916,33.65,-14.25,-1478,8.17,37,ALL_OK
2026-02-07T10:12:50.282797,33.68,-14.27,274,8.21,21,ALL_OK
2026-02-07T10:12:50.840625,33.71,-14.28,-769,7.38,36,ALL_OK
2026-02-07T10:12:51.397340,33.75,-14.30,438,7.16,38,ALL_OK
2026-02-07T10:12:51.953338,33.78,-14.32,441,7.73,39,ALL_OK
2026-02-07T10:12:52.509435,33.81,-14.34,-1980,7.4,25,ALL_OK
2026-02-07T10:12:53.143131,33.85,-14.36,223,7.16,31,ALL_OK
2026-02-07T10:12:53.704874,33.88,-14.38,19,8.040000000000001,22,ALL_OK
2026-02-07T10:12:54.296634,33.91,-14.40,-1500,8.27,30,ALL_OK
2026-02-07T10:12:54.894622,33.95,-14.41,1203,7.61,27,ALL_OK
2026-02-07T10:12:55.548027,33.98,-14.44,-1124,8.39,33,ALL_OK
