timestamp,azimuth,elevation,doppler_shift,battery_voltage,internal_temp,status_msg
2026-02-07T19:36:20.527661,311.27,-28.87,332,7.84,20,ALL_OK
2026-02-07T19:36:21.276560,311.24,-28.85,-602,8.16,21,ALL_OK
2026-02-07T19:36:22.001295,311.22,-28.83,-186,7.36,33,ALL_OK
2026-02-07T19:36:22.616750,311.19,-28.81,-1658,8.39,24,ALL_OK
2026-02-07T19:36:23.143396,311.17,-28.80,-1134,7.21,37,ALL_OK
2026-02-07T19:36:23.671176,311.15,-28.78,-1947,7.62,38,ALL_OK
2026-02-07T19:36:24.202268,311.13,-28.77,1271,7.71,26,ALL_OK
2026-02-07T19:36:24.731415,311.11,-28.75,-1176,7.29,23,ALL_OK
2026-02-07T19:36:25.257859,311.08,-28.74,-997,7.33,27,ALL_OK
2026-02-07T19:36:25.780602,311.06,-28.72,1799,7.45,29,ALL_OK
2026-02-07T19:36:26.304564,311.04,-28.71,1570,8.290000000000001,30,ALL_OK
2026-02-07T19:36:26.825755,311.02,-28.69,479,7.47,20,ALL_OK
2026-02-07T19:36:27.351029,311.00,-28.68,-462,8.34,35,ALL_OK
2026-02-07T19:36:27.885991,310.98,-28.66,1482,8.0,38,ALL_OK
2026-02-07T19:36:28.421013,310.96,-28.65,316,7.41,22,ALL_OK
2026-02-07T19:36:28.962452,310.94,-28.63,314,7.74,33,ALL_OK
2026-02-07T19:36:29.579672,310.91,-28.61,-1631,7.61,22,ALL_OK
2026-02-07T19:36:30.638909,310.87,-28.58,-944,7.21,28,ALL_OK
2026-02-07T19:36:31.261925,310.84,-28.57,-917,8.27,28,ALL_OK
2026-02-07T19:36:31.837912,310.82,-28.55,375,7.12,21,ALL_OK
