timestamp,azimuth,elevation,doppler_shift,battery_voltage,internal_temp,status_msg
2026-02-07T13:27:08.736701,47.89,-8.94,-673,8.38,33,ALL_OK
2026-02-07T13:27:09.363409,47.96,-8.95,-364,7.97,36,ALL_OK
2026-02-07T13:27:09.926456,48.02,-8.96,-1593,7.01,20,ALL_OK
2026-02-07T13:27:10.476010,48.08,-8.98,-542,7.41,24,ALL_OK
2026-02-07T13:27:11.041662,48.14,-8.99,915,7.9,39,ALL_OK
2026-02-07T13:27:11.580678,48.20,-9.00,-628,7.13,27,ALL_OK
2026-02-07T13:27:12.228409,48.26,-9.01,-568,7.4,28,ALL_OK
2026-02-07T13:27:12.793163,48.32,-9.02,1623,7.92,20,ALL_OK
2026-02-07T13:27:13.348445,48.38,-9.04,718,7.5,28,ALL_OK
2026-02-07T13:27:13.911807,48.44,-9.05,846,8.14,29,ALL_OK
2026-02-07T13:27:14.459606,48.50,-9.06,1404,8.1,21,ALL_OK
2026-02-07T13:27:15.025697,48.56,-9.07,-235,7.75,29,ALL_OK
2026-02-07T13:27:15.585003,48.62,-9.08,905,7.95,27,ALL_OK
2026-02-07T13:27:16.165186,48.68,-9.09,-1069,7.88,27,ALL_OK
