timestamp,azimuth,elevation,doppler_shift,battery_voltage,internal_temp,status_msg
2026-02-07T18:14:14.652741,256.14,6.22,1067,8.06,34,ALL_OK
2026-02-07T18:14:15.317613,255.98,6.24,38,7.0,23,ALL_OK
2026-02-07T18:14:15.951384,255.84,6.25,-1797,7.3100000000000005,33,ALL_OK
2026-02-07T18:14:16.518908,255.71,6.27,-1933,8.1,24,ALL_OK
2026-02-07T18:14:17.061721,255.59,6.28,-234,7.17,31,ALL_OK
2026-02-07T18:14:17.617913,255.46,6.30,-509,8.01,34,ALL_OK
2026-02-07T18:14:18.186070,255.33,6.31,1016,7.1000000000000005,27,ALL_OK
2026-02-07T18:14:18.735666,255.20,6.33,-1449,7.29,39,ALL_OK
2026-02-07T18:14:19.297499,255.07,6.34,1058,8.03,33,ALL_OK
2026-02-07T18:14:19.865370,254.94,6.36,716,8.27,28,ALL_OK
2026-02-07T18:14:20.418626,254.81,6.37,-1136,8.08,32,ALL_OK
2026-02-07T18:14:20.973356,254.68,6.39,-978,7.62,38,ALL_OK
2026-02-07T18:14:21.533894,254.55,6.40,1110,7.45,31,ALL_OK
2026-02-07T18:14:22.079057,254.43,6.42,1886,7.13,34,ALL_OK
2026-02-07T18:14:22.628279,254.30,6.43,-573,7.54,25,ALL_OK
2026-02-07T18:14:23.177917,254.17,6.45,-868,7.25,37,ALL_OK
2026-02-07T18:14:23.733432,254.04,6.46,276,7.57,33,ALL_OK
2026-02-07T18:14:24.302038,253.91,6.47,81,7.49,27,ALL_OK
2026-02-07T18:14:24.856595,253.78,6.49,1980,8.01,24,ALL_OK
2026-02-07T18:14:25.412219,253.65,6.50,1164,7.09,36,ALL_OK
2026-02-07T18:14:25.990319,253.52,6.52,-930,7.98,28,ALL_OK
2026-02-07T18:14:26.779494,253.33,6.54,1464,7.42,30,ALL_OK
2026-02-07T18:14:27.332214,253.20,6.55,1584,7.65,27,ALL_OK
2026-02-07T18:14:27.954519,253.05,6.56,831,8.19,29,ALL_OK
2026-02-07T18:14:28.524346,252.92,6.58,3,8.21,39,ALL_OK
2026-02-07T18:14:29.086473,252.78,6.59,-661,7.28,38,ALL_OK
2026-02-07T18:14:29.657123,252.65,6.60,1297,7.46,29,ALL_OK
2026-02-07T18:14:30.209881,252.52,6.62,534,8.05,34,ALL_OK
2026-02-07T18:14:30.761966,252.39,6.63,560,7.49,35,ALL_OK
2026-02-07T18:14:31.323405,252.25,6.64,-173,7.61,24,ALL_OK
2026-02-07T18:14:31.875858,252.12,6.66,-748,7.71,35,ALL_OK
2026-02-07T18:14:32.428240,251.99,6.67,-157,7.5200000000000005,38,ALL_OK
2026-02-07T18:14:32.988323,251.86,6.68,-341,7.46,35,ALL_OK
2026-02-07T18:14:33.574791,251.72,6.69,293,7.48,23,ALL_OK
2026-02-07T18:14:34.236531,251.56,6.71,1867,8.16,33,ALL_OK
2026-02-07T18:14:34.824589,251.42,6.72,-1670,7.5600000000000005,28,ALL_OK
