timestamp,azimuth,elevation,doppler_shift,battery_voltage,internal_temp,status_msg
2026-01-25T20:48:18.132844,132.18,-51.23,-715,7.3100000000000005,24,ALL_OK
2026-01-25T20:48:18.694958,132.19,-51.24,1397,7.48,28,ALL_OK
2026-01-25T20:48:19.246057,132.19,-51.26,1217,7.45,30,ALL_OK
2026-01-25T20:48:19.803562,132.20,-51.28,1321,7.09,31,ALL_OK
2026-01-25T20:48:20.338133,132.21,-51.30,502,7.22,34,ALL_OK
2026-01-25T20:48:20.887643,132.22,-51.31,-241,8.15,37,ALL_OK
2026-01-25T20:48:21.452651,132.23,-51.33,1031,7.890000000000001,38,ALL_OK
2026-01-25T20:48:22.010158,132.23,-51.35,-1090,7.3100000000000005,32,ALL_OK
2026-01-25T20:48:22.605318,132.24,-51.37,1266,7.83,34,ALL_OK
2026-01-25T20:48:23.158379,132.25,-51.38,1417,7.59,38,ALL_OK
2026-01-25T20:48:23.708959,132.26,-51.40,1663,7.97,24,ALL_OK
2026-01-25T20:48:24.259858,132.27,-51.42,1151,7.34,29,ALL_OK
2026-01-25T20:48:24.828969,132.28,-51.44,67,8.3,27,ALL_OK
