timestamp,azimuth,elevation,doppler_shift,battery_voltage,internal_temp,status_msg
2026-01-26T15:18:45.692921,116.37,-74.19,-1051,7.75,27,ALL_OK
2026-01-26T15:18:46.360857,116.43,-74.20,-153,7.33,20,ALL_OK
2026-01-26T15:18:46.882333,116.49,-74.21,1242,7.74,39,ALL_OK
2026-01-26T15:18:47.418748,116.54,-74.22,969,8.09,20,ALL_OK
2026-01-26T15:18:47.958750,116.59,-74.23,1387,7.68,28,ALL_OK
2026-01-26T15:18:48.494271,116.65,-74.24,-455,7.75,34,ALL_OK
2026-01-26T15:18:49.030908,116.70,-74.25,-1799,8.24,28,ALL_OK
2026-01-26T15:18:49.553204,116.75,-74.26,-585,7.76,33,ALL_OK
2026-01-26T15:18:50.094405,116.81,-74.27,566,7.8,34,ALL_OK
2026-01-26T15:18:50.634436,116.86,-74.28,-1502,7.3100000000000005,37,ALL_OK
2026-01-26T15:18:51.180545,116.91,-74.29,-907,7.12,31,ALL_OK
2026-01-26T15:18:51.728558,116.97,-74.30,178,7.66,30,ALL_OK
2026-01-26T15:18:52.276715,117.03,-74.31,1896,8.27,20,ALL_OK
2026-01-26T15:18:52.800536,117.08,-74.32,2000,7.2700000000000005,39,ALL_OK
2026-01-26T15:18:53.331859,117.13,-74.33,-1849,7.2700000000000005,30,ALL_OK
2026-01-26T15:18:53.867217,117.19,-74.33,-345,7.98,37,ALL_OK
2026-01-26T15:18:54.398691,117.24,-74.34,-644,8.08,31,ALL_OK
2026-01-26T15:18:54.936594,117.29,-74.35,-1304,7.12,32,ALL_OK
2026-01-26T15:18:55.476718,117.35,-74.36,1172,7.44,28,ALL_OK
2026-01-26T15:18:56.000140,117.40,-74.37,1824,7.87,23,ALL_OK
2026-01-26T15:18:56.540774,117.46,-74.38,-647,7.0600000000000005,24,ALL_OK
2026-01-26T15:18:57.064849,117.51,-74.39,336,8.01,32,ALL_OK
2026-01-26T15:18:57.591311,117.56,-74.40,1181,7.390000000000001,38,ALL_OK
2026-01-26T15:18:58.148735,117.62,-74.41,-1891,7.68,24,ALL_OK
2026-01-26T15:18:58.689317,117.67,-74.42,-147,8.05,24,ALL_OK
2026-01-26T15:18:59.224764,117.73,-74.43,-784,7.390000000000001,36,ALL_OK
2026-01-26T15:18:59.766603,117.78,-74.44,-998,7.6000000000000005,34,ALL_OK
2026-01-26T15:19:00.292745,117.84,-74.45,1236,7.37,31,ALL_OK
2026-01-26T15:19:00.810632,117.89,-74.46,1405,7.34,38,ALL_OK
2026-01-26T15:19:01.345617,117.95,-74.47,-1553,8.03,28,ALL_OK
2026-01-26T15:19:01.880492,118.00,-74.48,-1376,7.140000000000001,28,ALL_OK
2026-01-26T15:19:02.434402,118.06,-74.49,-1164,8.26,35,ALL_OK
2026-01-26T15:19:02.995807,118.11,-74.50,-1856,7.47,38,ALL_OK
2026-01-26T15:19:03.543744,118.17,-74.51,1411,7.73,28,ALL_OK
2026-01-26T15:19:04.087937,118.23,-74.52,-726,7.43,28,ALL_OK
2026-01-26T15:19:04.611129,118.28,-74.53,-801,8.32,32,ALL_OK
2026-01-26T15:19:05.149945,118.34,-74.54,380,7.48,34,ALL_OK
2026-01-26T15:19:05.663873,118.39,-74.55,-344,7.7700000000000005,23,ALL_OK
2026-01-26T15:19:06.203855,118.45,-74.56,-1046,7.0200000000000005,37,ALL_OK
2026-01-26T15:19:06.740576,118.50,-74.57,113,7.96,33,ALL_OK
2026-01-26T15:19:07.262579,118.55,-74.57,1042,7.3500000000000005,33,ALL_OK
2026-01-26T15:19:07.795068,118.61,-74.58,-1549,7.34,27,ALL_OK
2026-01-26T15:19:08.314145,118.66,-74.59,1980,8.25,33,ALL_OK
2026-01-26T15:19:08.862165,118.72,-74.60,-997,7.42,33,ALL_OK
2026-01-26T15:19:09.404796,118.78,-74.61,1286,8.39,32,ALL_OK
2026-01-26T15:19:09.920830,118.83,-74.62,-105,7.04,34,ALL_OK
2026-01-26T15:19:10.454654,118.89,-74.63,-1602,7.08,35,ALL_OK
2026-01-26T15:19:10.990994,118.94,-74.64,359,7.42,26,ALL_OK
2026-01-26T15:19:11.536767,119.00,-74.65,1644,8.18,35,ALL_OK
2026-01-26T15:19:12.070560,119.06,-74.66,996,8.35,27,ALL_OK
2026-01-26T15:19:12.610122,119.11,-74.67,-83,7.8,36,ALL_OK
2026-01-26T15:19:13.142515,119.17,-74.68,-358,7.71,39,ALL_OK
2026-01-26T15:19:13.656778,119.22,-74.69,-1718,8.14,34,ALL_OK
2026-01-26T15:19:14.189175,119.28,-74.70,11,7.41,33,ALL_OK
2026-01-26T15:19:14.705174,119.33,-74.70,-79,7.88,33,ALL_OK
