timestamp,azimuth,elevation,doppler_shift,battery_voltage,internal_temp,status_msg
2026-01-25T15:03:24.581013,248.96,-31.95,461,7.55,34,ALL_OK
2026-01-25T15:03:25.115691,248.98,-31.93,-1172,7.55,32,ALL_OK
2026-01-25T15:03:25.669519,248.99,-31.91,438,8.38,30,ALL_OK
2026-01-25T15:03:26.184345,249.01,-31.90,1834,8.27,20,ALL_OK
2026-01-25T15:03:26.706552,249.02,-31.88,-1780,7.640000000000001,35,ALL_OK
2026-01-25T15:03:27.220224,249.04,-31.86,-81,7.82,27,ALL_OK
2026-01-25T15:03:27.739755,249.05,-31.85,86,8.16,33,ALL_OK
2026-01-25T15:03:28.281991,249.06,-31.83,881,8.27,32,ALL_OK
2026-01-25T15:03:28.829388,249.08,-31.81,948,7.22,31,ALL_OK
2026-01-25T15:03:29.352997,249.09,-31.80,-1288,7.8,38,ALL_OK
2026-01-25T15:03:29.868523,249.11,-31.78,-256,7.29,29,ALL_OK
2026-01-25T15:03:30.391571,249.12,-31.77,170,7.9,30,ALL_OK
2026-01-25T15:03:30.909234,249.14,-31.75,-1869,7.75,23,ALL_OK
2026-01-25T15:03:31.422682,249.15,-31.73,743,8.0,33,ALL_OK
2026-01-25T15:03:31.940641,249.17,-31.72,-720,7.98,39,ALL_OK
2026-01-25T15:03:32.459972,249.18,-31.70,935,7.66,22,ALL_OK
2026-01-25T15:03:32.980495,249.20,-31.68,910,7.45,34,ALL_OK
2026-01-25T15:03:33.494177,249.21,-31.67,462,8.01,30,ALL_OK
2026-01-25T15:03:34.013419,249.22,-31.65,-1859,7.84,26,ALL_OK
2026-01-25T15:03:34.555690,249.24,-31.64,1023,7.19,21,ALL_OK
2026-01-25T15:03:35.075390,249.25,-31.62,-685,8.07,22,ALL_OK
2026-01-25T15:03:35.660594,249.27,-31.60,1503,7.33,31,ALL_OK
2026-01-25T15:03:36.197335,249.28,-31.58,-1182,7.640000000000001,29,ALL_OK
2026-01-25T15:03:36.707353,249.30,-31.57,-1561,7.36,32,ALL_OK
2026-01-25T15:03:37.219374,249.31,-31.55,-532,8.24,37,ALL_OK
2026-01-25T15:03:37.731154,249.33,-31.54,-1116,7.76,30,ALL_OK
2026-01-25T15:03:38.251727,249.34,-31.52,-1485,7.1000000000000005,39,ALL_OK
2026-01-25T15:03:38.760593,249.36,-31.51,-1753,7.4,29,ALL_OK
2026-01-25T15:03:39.273791,249.37,-31.49,-1911,7.2,25,ALL_OK
2026-01-25T15:03:39.784356,249.38,-31.47,-1015,7.72,37,ALL_OK
2026-01-25T15:03:40.295939,249.40,-31.46,29,7.87,36,ALL_OK
2026-01-25T15:03:40.803395,249.41,-31.44,1681,7.36,27,ALL_OK
2026-01-25T15:03:41.316333,249.43,-31.43,146,7.73,25,ALL_OK
2026-01-25T15:03:41.826856,249.44,-31.41,1513,7.8500000000000005,25,ALL_OK
2026-01-25T15:03:42.335120,249.46,-31.39,-550,7.930000000000001,39,ALL_OK
2026-01-25T15:03:42.843069,249.47,-31.38,-971,8.040000000000001,33,ALL_OK
2026-01-25T15:03:43.348312,249.48,-31.36,1989,8.06,22,ALL_OK
2026-01-25T15:03:43.859610,249.50,-31.35,-906,8.14,28,ALL_OK
2026-01-25T15:03:44.364549,249.51,-31.33,1112,7.72,27,ALL_OK
2026-01-25T15:03:44.871741,249.53,-31.32,86,7.88,21,ALL_OK
2026-01-25T15:03:45.377410,249.54,-31.30,-191,7.38,24,ALL_OK
2026-01-25T15:03:45.893656,249.56,-31.28,-1470,7.16,36,ALL_OK
2026-01-25T15:03:46.399827,249.57,-31.27,595,7.390000000000001,38,ALL_OK
2026-01-25T15:03:46.909183,249.58,-31.25,397,8.120000000000001,29,ALL_OK
2026-01-25T15:03:47.414648,249.60,-31.24,-819,7.16,38,ALL_OK
2026-01-25T15:03:47.923797,249.61,-31.22,981,7.11,36,ALL_OK
2026-01-25T15:03:48.429780,249.63,-31.20,907,7.5,33,ALL_OK
