timestamp,azimuth,elevation,doppler_shift,battery_voltage,internal_temp,status_msg
2026-01-26T15:46:49.538150,250.23,-47.03,-1737,7.6000000000000005,29,ALL_OK
2026-01-26T15:46:50.279403,250.25,-47.01,135,7.28,24,ALL_OK
2026-01-26T15:46:50.853982,250.27,-47.00,1972,7.03,20,ALL_OK
2026-01-26T15:46:51.467245,250.29,-46.98,493,7.45,23,ALL_OK
2026-01-26T15:46:51.993289,250.31,-46.96,-275,8.18,39,ALL_OK
2026-01-26T15:46:52.520370,250.32,-46.95,-1338,8.31,36,ALL_OK
2026-01-26T15:46:53.090402,250.34,-46.93,843,7.41,26,ALL_OK
2026-01-26T15:46:53.644364,250.36,-46.92,-1127,7.71,39,ALL_OK
2026-01-26T15:46:54.190827,250.37,-46.90,-427,7.92,20,ALL_OK
2026-01-26T15:46:54.735667,250.39,-46.88,-632,7.0600000000000005,31,ALL_OK
2026-01-26T15:46:55.278290,250.41,-46.87,1996,7.07,26,ALL_OK
2026-01-26T15:46:55.824190,250.42,-46.85,-1129,8.120000000000001,22,ALL_OK
2026-01-26T15:46:56.349392,250.44,-46.84,-720,8.14,25,ALL_OK
2026-01-26T15:46:56.892440,250.46,-46.82,1616,8.36,30,ALL_OK
2026-01-26T15:46:57.476143,250.47,-46.81,403,7.66,23,ALL_OK
2026-01-26T15:46:58.043331,250.49,-46.79,876,8.040000000000001,26,ALL_OK
2026-01-26T15:46:58.600247,250.51,-46.77,1872,8.36,34,ALL_OK
2026-01-26T15:46:59.144913,250.52,-46.76,1444,8.32,24,ALL_OK
2026-01-26T15:46:59.691670,250.54,-46.74,1901,8.14,27,ALL_OK
2026-01-26T15:47:00.259811,250.56,-46.73,-954,8.36,31,ALL_OK
2026-01-26T15:47:00.819257,250.57,-46.71,229,8.27,33,ALL_OK
2026-01-26T15:47:01.396398,250.59,-46.69,1505,7.01,22,ALL_OK
2026-01-26T15:47:01.963594,250.61,-46.68,-1056,7.7,25,ALL_OK
2026-01-26T15:47:02.525731,250.63,-46.66,-1215,8.24,31,ALL_OK
2026-01-26T15:47:03.095297,250.64,-46.64,729,8.120000000000001,35,ALL_OK
2026-01-26T15:47:03.662878,250.66,-46.63,220,8.03,31,ALL_OK
2026-01-26T15:47:04.220378,250.68,-46.61,-1476,8.19,23,ALL_OK
2026-01-26T15:47:04.782765,250.70,-46.60,-1777,7.05,35,ALL_OK
2026-01-26T15:47:05.327804,250.71,-46.58,1865,7.25,26,ALL_OK
2026-01-26T15:47:05.900601,250.73,-46.56,-845,7.1000000000000005,22,ALL_OK
2026-01-26T15:47:06.461015,250.75,-46.55,229,8.36,32,ALL_OK
2026-01-26T15:47:07.021398,250.76,-46.53,-416,7.05,28,ALL_OK
2026-01-26T15:47:07.579813,250.78,-46.52,-979,8.290000000000001,24,ALL_OK
2026-01-26T15:47:08.143146,250.80,-46.50,1256,7.51,34,ALL_OK
2026-01-26T15:47:08.694405,250.81,-46.48,1437,7.94,23,ALL_OK
2026-01-26T15:47:09.264782,250.83,-46.47,-1730,7.930000000000001,39,ALL_OK
2026-01-26T15:47:09.847632,250.85,-46.45,-1350,7.25,24,ALL_OK
2026-01-26T15:47:10.416575,250.87,-46.43,-1689,8.16,23,ALL_OK
2026-01-26T15:47:10.939741,250.88,-46.42,-1918,7.66,35,ALL_OK
2026-01-26T15:47:11.471663,250.90,-46.40,-1935,8.0,33,ALL_OK
2026-01-26T15:47:12.008850,250.91,-46.39,-917,7.22,24,ALL_OK
2026-01-26T15:47:12.591693,250.93,-46.37,1489,8.370000000000001,36,ALL_OK
2026-01-26T15:47:13.125161,250.95,-46.36,-1245,8.18,26,ALL_OK
2026-01-26T15:47:13.674320,250.96,-46.34,-383,8.23,27,ALL_OK
2026-01-26T15:47:14.253914,250.98,-46.32,1949,7.61,34,ALL_OK
2026-01-26T15:47:14.818154,251.00,-46.31,-408,7.930000000000001,35,ALL_OK
