timestamp,azimuth,elevation,doppler_shift,battery_voltage,internal_temp,status_msg
2026-02-07T15:16:44.586313,114.56,-25.40,1321,7.55,38,ALL_OK
2026-02-07T15:16:45.212889,114.57,-25.42,279,7.55,30,ALL_OK
2026-02-07T15:16:45.781621,114.59,-25.44,-1828,7.7,26,ALL_OK
2026-02-07T15:16:46.373001,114.61,-25.46,-1650,8.01,37,ALL_OK
2026-02-07T15:16:46.944784,114.62,-25.48,-1441,8.26,26,ALL_OK
2026-02-07T15:16:47.513082,114.64,-25.50,-1215,7.09,30,ALL_OK
2026-02-07T15:16:48.063520,114.65,-25.52,-814,8.1,30,ALL_OK
2026-02-07T15:16:48.627803,114.67,-25.53,-1105,8.31,20,ALL_OK
2026-02-07T15:16:49.218214,114.68,-25.55,-1551,7.16,38,ALL_OK
2026-02-07T15:16:49.778416,114.70,-25.57,-1641,7.91,38,ALL_OK
2026-02-07T15:16:50.336596,114.71,-25.59,911,7.23,28,ALL_OK
2026-02-07T15:16:50.890270,114.73,-25.61,1274,7.94,38,ALL_OK
2026-02-07T15:16:51.441926,114.74,-25.63,-1115,7.82,38,ALL_OK
2026-02-07T15:16:52.014323,114.76,-25.65,-1052,7.99,33,ALL_OK
2026-02-07T15:16:52.600107,114.77,-25.66,515,7.01,23,ALL_OK
2026-02-07T15:16:53.145145,114.79,-25.68,-69,7.88,26,ALL_OK
2026-02-07T15:16:53.708086,114.80,-25.70,-1568,7.63,34,ALL_OK
