timestamp,azimuth,elevation,doppler_shift,battery_voltage,internal_temp,status_msg
2026-02-07T13:13:06.847306,315.54,-16.92,1804,8.14,36,ALL_OK
2026-02-07T13:13:07.458715,315.58,-16.91,-1960,7.74,37,ALL_OK
2026-02-07T13:13:08.019914,315.62,-16.89,1002,8.16,32,ALL_OK
2026-02-07T13:13:08.571516,315.65,-16.88,-233,7.86,25,ALL_OK
2026-02-07T13:13:09.104207,315.68,-16.86,905,7.24,26,ALL_OK
2026-02-07T13:13:09.649736,315.72,-16.85,-1619,8.22,27,ALL_OK
2026-02-07T13:13:10.176879,315.75,-16.83,1431,7.3100000000000005,22,ALL_OK
2026-02-07T13:13:10.733670,315.79,-16.82,145,8.06,29,ALL_OK
2026-02-07T13:13:11.302025,315.82,-16.80,-485,7.11,25,ALL_OK
2026-02-07T13:13:11.869879,315.86,-16.79,-1342,7.97,21,ALL_OK
2026-02-07T13:13:12.419495,315.89,-16.77,983,8.16,28,ALL_OK
2026-02-07T13:13:12.989531,315.93,-16.75,1321,7.38,29,ALL_OK
2026-02-07T13:13:13.531564,315.96,-16.74,347,8.39,20,ALL_OK
2026-02-07T13:13:14.090678,316.00,-16.72,-1273,8.27,23,ALL_OK
2026-02-07T13:13:14.686197,316.04,-16.71,1755,8.34,32,ALL_OK
