timestamp,azimuth,elevation,doppler_shift,battery_voltage,internal_temp,status_msg
2026-02-07T12:57:04.306011,277.05,-44.43,-1726,7.41,35,ALL_OK
2026-02-07T12:57:04.914130,277.07,-44.41,-156,8.26,39,ALL_OK
2026-02-07T12:57:05.485050,277.09,-44.40,-976,7.66,29,ALL_OK
2026-02-07T12:57:06.054187,277.11,-44.38,-1811,7.3500000000000005,37,ALL_OK
2026-02-07T12:57:06.594000,277.13,-44.37,-207,8.01,38,ALL_OK
2026-02-07T12:57:07.131142,277.15,-44.35,1809,7.61,29,ALL_OK
2026-02-07T12:57:07.681262,277.16,-44.33,-1582,8.33,30,ALL_OK
2026-02-07T12:57:08.224542,277.18,-44.32,671,7.05,35,ALL_OK
2026-02-07T12:57:08.751797,277.20,-44.30,-326,8.38,22,ALL_OK
2026-02-07T12:57:09.299653,277.21,-44.29,-370,7.7700000000000005,22,ALL_OK
2026-02-07T12:57:09.852483,277.23,-44.27,1797,7.62,32,ALL_OK
2026-02-07T12:57:10.384100,277.25,-44.26,-1397,8.28,36,ALL_OK
2026-02-07T12:57:10.919544,277.27,-44.24,1620,8.18,29,ALL_OK
2026-02-07T12:57:11.464981,277.28,-44.23,684,7.65,23,ALL_OK
