timestamp,azimuth,elevation,doppler_shift,battery_voltage,internal_temp,status_msg
2026-01-25T15:12:47.307730,271.33,-14.30,1833,7.3,31,ALL_OK
2026-01-25T15:12:47.933504,271.37,-14.28,1261,7.3100000000000005,31,ALL_OK
2026-01-25T15:12:48.623024,271.41,-14.26,1916,8.35,39,ALL_OK
2026-01-25T15:12:49.204057,271.45,-14.24,1610,7.21,38,ALL_OK
2026-01-25T15:12:49.762748,271.48,-14.22,721,7.5200000000000005,28,ALL_OK
2026-01-25T15:12:50.320444,271.52,-14.20,1942,8.13,38,ALL_OK
2026-01-25T15:12:50.885490,271.55,-14.19,1506,8.17,29,ALL_OK
2026-01-25T15:12:51.439751,271.58,-14.17,86,7.8100000000000005,36,ALL_OK
2026-01-25T15:12:51.994777,271.62,-14.15,1888,8.25,37,ALL_OK
2026-01-25T15:12:52.540464,271.65,-14.13,1520,8.11,29,ALL_OK
2026-01-25T15:12:53.088244,271.69,-14.12,1107,7.2700000000000005,20,ALL_OK
2026-01-25T15:12:53.647533,271.72,-14.10,362,7.95,21,ALL_OK
2026-01-25T15:12:54.202822,271.76,-14.08,1927,8.08,36,ALL_OK
2026-01-25T15:12:54.958134,271.80,-14.06,-1611,7.3500000000000005,25,ALL_OK
2026-01-25T15:12:55.599209,271.84,-14.04,-924,7.640000000000001,20,ALL_OK
2026-01-25T15:12:56.322466,271.89,-14.02,-337,7.86,34,ALL_OK
2026-01-25T15:12:56.906188,271.92,-14.00,933,7.63,37,ALL_OK
2026-01-25T15:12:57.693239,271.97,-13.97,-1397,7.3,36,ALL_OK
2026-01-25T15:12:58.482198,272.02,-13.95,1756,7.0600000000000005,31,ALL_OK
2026-01-25T15:12:59.109719,272.06,-13.93,-430,7.71,32,ALL_OK
2026-01-25T15:12:59.679726,272.10,-13.91,115,8.36,39,ALL_OK
2026-01-25T15:13:00.245595,272.13,-13.89,505,8.24,26,ALL_OK
2026-01-25T15:13:00.803738,272.17,-13.87,-810,7.95,30,ALL_OK
2026-01-25T15:13:01.362900,272.20,-13.86,-378,8.11,39,ALL_OK
2026-01-25T15:13:02.099660,272.25,-13.83,513,7.7,24,ALL_OK
2026-01-25T15:13:02.907382,272.30,-13.81,-833,7.41,26,ALL_OK
2026-01-25T15:13:03.626679,272.34,-13.79,514,8.08,32,ALL_OK
2026-01-25T15:13:04.634595,272.41,-13.75,728,7.16,22,ALL_OK
2026-01-25T15:13:05.188578,272.44,-13.74,-389,7.38,29,ALL_OK
2026-01-25T15:13:05.753377,272.48,-13.72,648,7.84,20,ALL_OK
2026-01-25T15:13:06.316638,272.51,-13.70,1078,7.59,39,ALL_OK
2026-01-25T15:13:06.970793,272.56,-13.68,935,7.29,28,ALL_OK
2026-01-25T15:13:07.541207,272.59,-13.66,1844,7.76,30,ALL_OK
2026-01-25T15:13:08.306560,272.64,-13.64,625,7.140000000000001,28,ALL_OK
2026-01-25T15:13:09.054367,272.69,-13.62,1029,7.5,22,ALL_OK
2026-01-25T15:13:09.662561,272.73,-13.60,367,7.6000000000000005,27,ALL_OK
2026-01-25T15:13:10.253494,272.77,-13.58,884,7.43,22,ALL_OK
2026-01-25T15:13:10.867179,272.80,-13.56,1989,7.46,28,ALL_OK
2026-01-25T15:13:11.496580,272.85,-13.54,1027,7.62,30,ALL_OK
2026-01-25T15:13:12.066233,272.88,-13.52,-1913,7.75,20,ALL_OK
2026-01-25T15:13:12.619628,272.92,-13.50,-1085,8.120000000000001,39,ALL_OK
